cell,type,class,sx,sy,px,py
input_register_pci_ad_reg_out_reg[3],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,22176,3438
input_register_pci_ad_reg_out_reg[4],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,24768,47178
input_register_pci_ad_reg_out_reg[5],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,31194,29628
input_register_pci_ad_reg_out_reg[6],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,4626,29088
input_register_pci_ad_reg_out_reg[7],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,20988,3168
input_register_pci_ad_reg_out_reg[8],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,15750,5598
input_register_pci_ad_reg_out_reg[9],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,22608,48258
input_register_pci_ad_reg_out_reg[10],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,24984,48798
input_register_pci_ad_reg_out_reg[11],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,15750,5328
input_register_pci_ad_reg_out_reg[12],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,17856,46908
input_register_pci_ad_reg_out_reg[13],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,14346,5598
input_register_pci_ad_reg_out_reg[14],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,25524,47448
input_register_pci_ad_reg_out_reg[15],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,13644,5058
input_register_pci_ad_reg_out_reg[16],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18180,46638
input_register_pci_ad_reg_out_reg[17],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,27630,28278
input_register_pci_ad_reg_out_reg[18],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,30114,28548
input_register_pci_ad_reg_out_reg[19],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,2898,27468
input_register_pci_ad_reg_out_reg[20],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,3654,26118
input_register_pci_ad_reg_out_reg[21],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,12132,5868
input_register_pci_ad_reg_out_reg[22],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18126,46098
input_register_pci_ad_reg_out_reg[23],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,21366,3708
input_register_pci_ad_reg_out_reg[24],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,23472,47718
input_register_pci_ad_reg_out_reg[25],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,16344,4248
input_register_pci_ad_reg_out_reg[26],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,24930,49338
input_register_pci_ad_reg_out_reg[27],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18990,2628
input_register_pci_ad_reg_out_reg[28],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,24444,47988
input_register_pci_ad_reg_out_reg[29],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,17208,3168
input_register_pci_ad_reg_out_reg[30],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,17154,3708
input_register_pci_ad_reg_out_reg[31],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,23850,48528
input_register_pci_cbe_reg_out_reg[0],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,22662,33678
input_register_pci_cbe_reg_out_reg[1],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,21042,32058
input_register_pci_cbe_reg_out_reg[2],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,20826,32868
input_register_pci_cbe_reg_out_reg[3],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,19746,32598
input_register_pci_devsel_reg_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,30060,36108
input_register_pci_frame_reg_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,28170,37998
input_register_pci_idsel_reg_out_reg,DFFASRHQNx1_ASAP7_75t_L,core,1404,270,20934,1818
input_register_pci_irdy_reg_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,27468,34488
input_register_pci_stop_reg_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,29304,35298
input_register_pci_trdy_reg_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,29196,34758
output_backup_ad_out_reg[0],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,12186,17478
output_backup_ad_out_reg[1],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,14292,12078
output_backup_ad_out_reg[2],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,19800,19098
output_backup_ad_out_reg[3],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,21366,18288
output_backup_ad_out_reg[4],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,14886,12888
output_backup_ad_out_reg[5],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,16560,12078
output_backup_ad_out_reg[6],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18936,15318
output_backup_ad_out_reg[7],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,16668,11808
output_backup_ad_out_reg[8],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,14886,16398
output_backup_ad_out_reg[9],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,16884,15318
output_backup_ad_out_reg[10],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,3816,14508
output_backup_ad_out_reg[11],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,8406,12078
output_backup_ad_out_reg[12],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,4518,13698
output_backup_ad_out_reg[13],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,6516,10998
output_backup_ad_out_reg[14],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,8298,12348
output_backup_ad_out_reg[15],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,6516,11268
output_backup_ad_out_reg[16],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,12888,13968
output_backup_ad_out_reg[17],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,10026,16128
output_backup_ad_out_reg[18],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,4302,18018
output_backup_ad_out_reg[19],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,11646,15318
output_backup_ad_out_reg[20],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,4788,18828
output_backup_ad_out_reg[21],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,8244,13698
output_backup_ad_out_reg[22],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,11052,17748
output_backup_ad_out_reg[23],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,11646,12348
output_backup_ad_out_reg[24],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,12672,9648
output_backup_ad_out_reg[25],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,14292,10188
output_backup_ad_out_reg[26],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,16722,19368
output_backup_ad_out_reg[27],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,15318,22068
output_backup_ad_out_reg[28],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,14778,23958
output_backup_ad_out_reg[29],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,15318,19368
output_backup_ad_out_reg[30],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,8460,18828
output_backup_ad_out_reg[31],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,14454,18558
output_backup_cbe_out_reg[0],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,25902,28818
output_backup_cbe_out_reg[1],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,25740,26388
output_backup_cbe_out_reg[2],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,25956,27738
output_backup_cbe_out_reg[3],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,25632,25848
output_backup_devsel_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,25956,33948
output_backup_frame_en_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,50472,32598
output_backup_frame_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,29034,33678
output_backup_stop_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,26766,38268
output_backup_trdy_en_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,28278,38538
output_backup_trdy_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,26874,38808
pci_io_mux_ad_iob0_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,3600,20178
pci_io_mux_ad_iob1_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,16128,12348
pci_io_mux_ad_iob2_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,22068,21528
pci_io_mux_ad_iob3_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,26928,25038
pci_io_mux_ad_iob4_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,3762,14238
pci_io_mux_ad_iob5_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18882,3168
pci_io_mux_ad_iob6_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,20556,17748
pci_io_mux_ad_iob7_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18342,3438
pci_io_mux_ad_iob8_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,16344,17208
pci_io_mux_ad_iob9_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,19260,16668
pci_io_mux_ad_iob10_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,2952,17208
pci_io_mux_ad_iob11_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,11646,13428
pci_io_mux_ad_iob12_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,2790,16668
pci_io_mux_ad_iob13_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,13050,6408
pci_io_mux_ad_iob14_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,13050,15318
pci_io_mux_ad_iob15_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,10134,8568
pci_io_mux_ad_iob16_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,16452,16668
pci_io_mux_ad_iob17_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,12186,20448
pci_io_mux_ad_iob18_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,2250,20718
pci_io_mux_ad_iob19_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,13158,16398
pci_io_mux_ad_iob20_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,2412,21258
pci_io_mux_ad_iob21_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,11052,9648
pci_io_mux_ad_iob22_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,14508,23418
pci_io_mux_ad_iob23_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,12888,10188
pci_io_mux_ad_iob24_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,15372,6408
pci_io_mux_ad_iob25_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,16722,9918
pci_io_mux_ad_iob26_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18720,24498
pci_io_mux_ad_iob27_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,22932,32868
pci_io_mux_ad_iob28_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,23256,32328
pci_io_mux_ad_iob29_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,14400,22338
pci_io_mux_ad_iob30_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,2520,22338
pci_io_mux_ad_iob31_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,16182,20988
pci_io_mux_cbe_iob0_dat_out_reg,DFFASRHQNx1_ASAP7_75t_L,core,1404,270,28170,31788
pci_io_mux_cbe_iob1_dat_out_reg,DFFASRHQNx1_ASAP7_75t_L,core,1404,270,29034,25848
pci_io_mux_cbe_iob2_dat_out_reg,DFFASRHQNx1_ASAP7_75t_L,core,1404,270,28386,29628
pci_io_mux_cbe_iob3_dat_out_reg,DFFASRHQNx1_ASAP7_75t_R,core,1404,270,27738,25308
pci_io_mux_devsel_iob_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,24822,4248
pci_io_mux_frame_iob_dat_out_reg,DFFASRHQNx1_ASAP7_75t_L,core,1404,270,28980,32868
pci_io_mux_stop_iob_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,26658,3978
pci_io_mux_trdy_iob_dat_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,50796,33138
pci_resets_and_interrupts_inta_en_out_reg,DFFASRHQNx1_ASAP7_75t_R,core,1404,270,1926,24498
pci_target_unit_del_sync_addr_out_reg[0],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,18342,37998
pci_target_unit_del_sync_addr_out_reg[1],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,20394,37998
pci_target_unit_del_sync_addr_out_reg[2],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,14886,36108
pci_target_unit_del_sync_addr_out_reg[3],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,17910,39618
pci_target_unit_del_sync_addr_out_reg[4],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,16398,39348
pci_target_unit_del_sync_addr_out_reg[5],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,14292,37188
pci_target_unit_del_sync_addr_out_reg[6],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,7704,33948
pci_target_unit_del_sync_addr_out_reg[7],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,15480,38808
pci_target_unit_del_sync_addr_out_reg[8],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,11700,34488
pci_target_unit_del_sync_addr_out_reg[9],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,13050,38808
pci_target_unit_del_sync_addr_out_reg[10],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,10134,38538
pci_target_unit_del_sync_addr_out_reg[11],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,11106,36918
pci_target_unit_del_sync_addr_out_reg[12],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,10782,37728
pci_target_unit_del_sync_addr_out_reg[13],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,7110,35028
pci_target_unit_del_sync_addr_out_reg[14],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,9216,37728
pci_target_unit_del_sync_addr_out_reg[15],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,7164,33138
pci_target_unit_del_sync_addr_out_reg[16],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,9702,36918
pci_target_unit_del_sync_addr_out_reg[17],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,10026,35838
pci_target_unit_del_sync_addr_out_reg[18],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,8028,34758
pci_target_unit_del_sync_addr_out_reg[19],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,8244,35298
pci_target_unit_del_sync_addr_out_reg[20],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,7110,32058
pci_target_unit_del_sync_addr_out_reg[21],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,7164,32598
pci_target_unit_del_sync_addr_out_reg[22],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,9324,35028
pci_target_unit_del_sync_addr_out_reg[23],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,11646,38808
pci_target_unit_del_sync_addr_out_reg[24],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,11376,37998
pci_target_unit_del_sync_addr_out_reg[25],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,12024,36378
pci_target_unit_del_sync_addr_out_reg[26],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,14346,38538
pci_target_unit_del_sync_addr_out_reg[27],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,13644,36918
pci_target_unit_del_sync_addr_out_reg[28],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,9000,36108
pci_target_unit_del_sync_addr_out_reg[29],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,7812,34218
pci_target_unit_del_sync_addr_out_reg[30],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,12726,35028
pci_target_unit_del_sync_addr_out_reg[31],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,10296,37188
pci_target_unit_del_sync_bc_out_reg[0],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,19962,39888
pci_target_unit_del_sync_bc_out_reg[1],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,21960,39888
pci_target_unit_del_sync_bc_out_reg[2],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,20502,40968
pci_target_unit_del_sync_bc_out_reg[3],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,19908,38808
pci_target_unit_del_sync_be_out_reg[0],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,20718,41508
pci_target_unit_del_sync_be_out_reg[1],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,17748,40428
pci_target_unit_del_sync_be_out_reg[2],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,19314,41508
pci_target_unit_del_sync_be_out_reg[3],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,17748,40968
pci_target_unit_del_sync_burst_out_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,21528,40698
pci_target_unit_del_sync_comp_comp_pending_reg,DFFASRHQNx1_ASAP7_75t_R,core,1404,270,25740,44208
pci_target_unit_del_sync_comp_cycle_count_reg[0],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,15534,55278
pci_target_unit_del_sync_comp_cycle_count_reg[1],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,15858,55008
pci_target_unit_del_sync_comp_cycle_count_reg[2],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,17748,54738
pci_target_unit_del_sync_comp_cycle_count_reg[3],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,17478,53928
pci_target_unit_del_sync_comp_cycle_count_reg[4],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18342,54468
pci_target_unit_del_sync_comp_cycle_count_reg[5],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18936,54198
pci_target_unit_del_sync_comp_cycle_count_reg[6],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,18882,53928
pci_target_unit_del_sync_comp_cycle_count_reg[7],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,20178,55278
pci_target_unit_del_sync_comp_cycle_count_reg[8],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,20880,53928
pci_target_unit_del_sync_comp_cycle_count_reg[9],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,21150,54738
pci_target_unit_del_sync_comp_cycle_count_reg[10],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,21744,55008
pci_target_unit_del_sync_comp_cycle_count_reg[11],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,22554,54198
pci_target_unit_del_sync_comp_cycle_count_reg[12],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,23742,53928
pci_target_unit_del_sync_comp_cycle_count_reg[13],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,24174,52578
pci_target_unit_del_sync_comp_cycle_count_reg[14],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,22446,53118
pci_target_unit_del_sync_comp_cycle_count_reg[15],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,22932,52308
pci_target_unit_del_sync_comp_cycle_count_reg[16],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,24930,47718
pci_target_unit_del_sync_comp_req_pending_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,23472,44478
pci_target_unit_del_sync_comp_rty_exp_clr_reg,DFFASRHQNx1_ASAP7_75t_R,core,1404,270,24390,46908
pci_target_unit_del_sync_comp_rty_exp_reg_reg,DFFASRHQNx1_ASAP7_75t_R,core,1404,270,24066,46098
pci_target_unit_del_sync_req_comp_pending_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,25686,42048
pci_target_unit_del_sync_req_done_reg_reg,DFFASRHQNx1_ASAP7_75t_R,core,1404,270,24498,43128
pci_target_unit_del_sync_req_req_pending_reg,DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,24390,41778
pci_target_unit_fifos_inGreyCount_reg[0],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,8460,55008
pci_target_unit_fifos_inGreyCount_reg[1],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,7596,55278
pci_target_unit_fifos_outGreyCount_reg[0],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,19638,53118
pci_target_unit_fifos_outGreyCount_reg[1],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,19908,53658
pci_target_unit_fifos_pcir_fifo_ctrl_raddr_plus_one_reg[0],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,48150,38808
pci_target_unit_fifos_pcir_fifo_ctrl_raddr_plus_one_reg[1],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,50634,38268
pci_target_unit_fifos_pcir_fifo_ctrl_raddr_plus_one_reg[2],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,49608,38808
pci_target_unit_fifos_pcir_fifo_ctrl_raddr_reg[0],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,51120,37188
pci_target_unit_fifos_pcir_fifo_ctrl_raddr_reg[1],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,50958,37458
pci_target_unit_fifos_pcir_fifo_ctrl_raddr_reg[2],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,50472,39078
pci_target_unit_fifos_pcir_fifo_ctrl_rgrey_addr_reg[0],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,51984,40158
pci_target_unit_fifos_pcir_fifo_ctrl_rgrey_addr_reg[1],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,51336,40428
pci_target_unit_fifos_pcir_fifo_ctrl_rgrey_addr_reg[2],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,51714,40968
pci_target_unit_fifos_pcir_fifo_ctrl_rgrey_next_reg[0],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,51660,38808
pci_target_unit_fifos_pcir_fifo_ctrl_rgrey_next_reg[1],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,50418,39888
pci_target_unit_fifos_pcir_fifo_ctrl_rgrey_next_reg[2],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,50580,40158
pci_target_unit_fifos_pcir_fifo_ctrl_waddr_reg[0],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,51228,35568
pci_target_unit_fifos_pcir_fifo_ctrl_waddr_reg[1],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,52470,36648
pci_target_unit_fifos_pcir_fifo_ctrl_waddr_reg[2],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,51120,36108
pci_target_unit_fifos_pcir_fifo_ctrl_wgrey_addr_reg[0],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,54036,37998
pci_target_unit_fifos_pcir_fifo_ctrl_wgrey_addr_reg[1],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,53928,38268
pci_target_unit_fifos_pcir_fifo_ctrl_wgrey_addr_reg[2],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,53064,39348
pci_target_unit_fifos_pcir_fifo_ctrl_wgrey_next_reg[0],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,52740,37188
pci_target_unit_fifos_pcir_fifo_ctrl_wgrey_next_reg[1],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,52362,37728
pci_target_unit_fifos_pcir_fifo_ctrl_wgrey_next_reg[2],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,51714,37998
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][0],DFFHQNx1_ASAP7_75t_R,core,1080,270,42588,24768
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][1],DFFHQNx1_ASAP7_75t_R,core,1080,270,46044,33678
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][2],DFFHQNx1_ASAP7_75t_R,core,1080,270,46314,29088
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][3],DFFHQNx1_ASAP7_75t_L,core,1080,270,39348,30438
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][4],DFFHQNx1_ASAP7_75t_R,core,1080,270,39510,25038
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][5],DFFHQNx1_ASAP7_75t_R,core,1080,270,45504,23958
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][6],DFFHQNx1_ASAP7_75t_R,core,1080,270,40752,36108
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][7],DFFHQNx1_ASAP7_75t_R,core,1080,270,41400,35838
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][8],DFFHQNx1_ASAP7_75t_R,core,1080,270,43668,24768
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][9],DFFHQNx1_ASAP7_75t_R,core,1080,270,44694,32328
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][10],DFFHQNx1_ASAP7_75t_R,core,1080,270,46152,23418
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][11],DFFHQNx1_ASAP7_75t_R,core,1080,270,46908,25308
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][12],DFFHQNx1_ASAP7_75t_R,core,1080,270,40968,32328
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][13],DFFHQNx1_ASAP7_75t_L,core,1080,270,41616,29628
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][14],DFFHQNx1_ASAP7_75t_R,core,1080,270,39672,24228
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][15],DFFHQNx1_ASAP7_75t_R,core,1080,270,39618,32598
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][16],DFFHQNx1_ASAP7_75t_R,core,1080,270,46368,27198
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][17],DFFHQNx1_ASAP7_75t_R,core,1080,270,43614,26388
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][18],DFFHQNx1_ASAP7_75t_R,core,1080,270,46206,32328
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][19],DFFHQNx1_ASAP7_75t_R,core,1080,270,46152,28548
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][20],DFFHQNx1_ASAP7_75t_R,core,1080,270,43020,29628
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][21],DFFHQNx1_ASAP7_75t_R,core,1080,270,42588,25578
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][22],DFFHQNx1_ASAP7_75t_R,core,1080,270,40590,25038
pci_target_unit_fifos_pcir_fifo_storage_mem_reg[0][23],DFFHQNx1_ASAP7_75t_R,core,1080,270,40320,31248
