full_name,"lib_cell.full_name","lib_cell.function_id"
g111053,asap7sc7p5t_INVBUF_RVT_TT_nldm_211120/INVxp33_ASAP7_75t_R,Ia1.0
g111153,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/NOR2xp33_ASAP7_75t_SL,a2.2
g110966,asap7sc7p5t_SIMPLE_RVT_TT_nldm_211120/NAND2xp33_ASAP7_75t_R,Ia2.0
g111058,asap7sc7p5t_INVBUF_RVT_TT_nldm_211120/INVxp33_ASAP7_75t_R,Ia1.0
g110973,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/XOR2xp5_ASAP7_75t_SL,xor2
g111111,asap7sc7p5t_SIMPLE_RVT_TT_nldm_211120/NOR2xp33_ASAP7_75t_R,a2.2
mix1_data_o_reg_reg[95],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[108],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[116],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[78],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[64],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[50],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[55],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[103],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[66],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[60],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[69],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[56],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[53],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[62],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[83],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[52],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
g111148,asap7sc7p5t_SIMPLE_RVT_TT_nldm_211120/NOR2xp33_ASAP7_75t_R,a2.2
g111131,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/NAND2xp5_ASAP7_75t_SL,Ia2.0
mix1_data_o_reg_reg[107],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[61],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[51],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[57],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[41],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[86],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[74],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[65],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[71],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[117],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[118],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[84],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[113],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[87],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[100],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[122],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[76],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
g111020,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/AND2x4_ASAP7_75t_SL,a2.0
g111026,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/AND2x2_ASAP7_75t_SL,a2.0
g111027,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/AND2x4_ASAP7_75t_SL,a2.0
g111015,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/AND2x4_ASAP7_75t_SL,a2.0
g111037,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/AND2x6_ASAP7_75t_SL,a2.0
mix1_data_o_reg_reg[58],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[110],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[81],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[75],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[42],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[123],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[68],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[49],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[35],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[121],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[90],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[106],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[48],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[105],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[126],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[120],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[37],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[36],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[80],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[79],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[109],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[119],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[44],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[102],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[99],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[59],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[34],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[39],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[88],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[125],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[111],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[73],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[89],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[63],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[104],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[47],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[94],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[67],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[85],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[127],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[101],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[115],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[46],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[77],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[124],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[97],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[38],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[72],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[98],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[54],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[112],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[114],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[45],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[43],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[40],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[33],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[96],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[32],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[91],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[93],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[70],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[92],asap7sc7p5t_SEQ_RVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_R,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
mix1_data_o_reg_reg[82],asap7sc7p5t_SEQ_LVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_L,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
g110998,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/AND2x4_ASAP7_75t_SL,a2.0
g111017,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/AND2x4_ASAP7_75t_SL,a2.0
g111038,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/AND2x6_ASAP7_75t_SL,a2.0
g111237,asap7sc7p5t_INVBUF_LVT_TT_nldm_211120/INVx1_ASAP7_75t_L,Ia1.0
g111126,asap7sc7p5t_AO_RVT_TT_nldm_211120/AOI21xp33_ASAP7_75t_R,a2.1b2.2
ks1_state_reg[1],asap7sc7p5t_SEQ_SLVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_SL,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
sub1_state_reg[1],asap7sc7p5t_SEQ_SLVT_TT_nldm_220123/DFFASRHQNx1_ASAP7_75t_SL,"Ia1.0(0)_a1.0(1)_a2.2(2,3)_a2.1(2,3)_a2.1(3,2)_:1_"
fopt112426,asap7sc7p5t_INVBUF_SLVT_TT_nldm_211120/INVx2_ASAP7_75t_SL,Ia1.0
g112712,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/AND2x6_ASAP7_75t_SL,a2.0
g112780,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/AND2x2_ASAP7_75t_SL,a2.0
g112782,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/AND2x4_ASAP7_75t_SL,a2.0
g385,asap7sc7p5t_SIMPLE_LVT_TT_nldm_211120/NAND2xp5_ASAP7_75t_L,Ia2.0
g106,asap7sc7p5t_OA_SLVT_TT_nldm_211120/OAI21x1_ASAP7_75t_SL,Ia2.0b2.0
g113493,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/NAND2xp5_ASAP7_75t_SL,Ia2.0
g35,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/AND2x2_ASAP7_75t_SL,a2.0
g32,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/AND2x4_ASAP7_75t_SL,a2.0
g113708,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/AND2x6_ASAP7_75t_SL,a2.0
g113813,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/AND2x4_ASAP7_75t_SL,a2.0
g113819,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/AND2x4_ASAP7_75t_SL,a2.0
g113822,asap7sc7p5t_OA_RVT_TT_nldm_211120/OAI21xp33_ASAP7_75t_R,Ia2.0b2.0
g113825,asap7sc7p5t_SIMPLE_LVT_TT_nldm_211120/NAND2xp5_ASAP7_75t_L,Ia2.0
g117607,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/AND2x6_ASAP7_75t_SL,a2.0
g117907,asap7sc7p5t_AO_SLVT_TT_nldm_211120/AOI21x1_ASAP7_75t_SL,a2.1b2.2
g118026,asap7sc7p5t_SIMPLE_SLVT_TT_nldm_211120/AND2x6_ASAP7_75t_SL,a2.0
