full_name,actual_rise_transition_max,actual_fall_transition_max,cached_ceff_max_rise,cached_ceff_max_fall,cached_ceff_min_rise,cached_ceff_min_fall,fanout_load,pin_capacitance_max,direction,max_rise_slack,max_fall_slack,max_rise_arrival,max_fall_arrival,actual_rise_transition_min,actual_fall_transition_min,min_rise_slack,min_fall_slack,min_rise_arrival,min_fall_arrival,x_coordinate,y_coordinate
ks1_state_reg[2]/D,34.091042,31.827272,,,,,1.000000,0.593459,in,130.016937,186.032776,344.523102,353.861694,30.789513,28.159199,114.778015,48.938843,277.372192,273.926910,5454.000000,11493.000000
g108338__5122/B1,34.622498,32.401409,,,,,1.000000,0.596950,in,390.781006,378.431549,347.622070,356.946686,30.789513,28.159199,-333.996735,-271.401428,280.238007,276.707275,21942.000000,26577.000000
g108326__117931/B1,33.837364,31.552946,,,,,1.000000,0.596950,in,69.531586,52.360565,343.993378,353.334900,30.789513,28.159199,80.057709,133.106445,276.882202,273.452393,7794.000000,11997.000000
g108873__8428/B1,34.691284,32.473507,,,,,1.000000,1.082420,in,6.346710,-5.362732,347.251556,356.575928,30.789513,28.159199,-91.054108,-97.996307,279.895264,276.373077,9198.000000,26199.000000
g108320__6417/B1,34.693249,32.475483,,,,,1.000000,0.596950,in,-11.797302,-36.541534,347.165405,356.489746,30.789513,28.159199,215.525177,251.140564,279.815552,276.295380,8154.000000,26199.000000
g108321__119102/B1,34.686855,32.468300,,,,,1.000000,0.596950,in,-10.830292,-35.437408,346.834778,356.165649,30.789513,28.159199,214.040115,249.789581,279.510376,276.003143,4914.000000,26199.000000
g108638__2883/B,32.185337,33.993061,,,,,1.000000,1.639660,in,-433.324249,-419.172974,800.776489,782.934692,15.046357,15.321983,-349.035034,-343.816498,42.351334,44.691139,14904.000000,6597.000000
g86/A,27.841738,26.360920,,,,,1.000000,1.606640,in,14.309998,-5.670776,346.938812,361.656342,13.428587,14.778584,-345.562531,-338.388031,48.348156,50.319164,5796.000000,23373.000000
FE_OFC1165_n_3268/A,17.797890,16.800537,,,,,1.000000,1.286160,in,-189.213181,-175.677567,307.530640,299.262665,13.009808,12.458549,-384.125458,-404.678589,228.090546,231.844666,5346.000000,10413.000000
g118/B,22.358080,18.353298,,,,,1.000000,0.620467,in,-0.985046,6.149658,309.606842,303.169891,18.159910,15.233087,-121.373962,-130.236343,229.979614,225.856888,4320.000000,9801.000000
ks1_state_reg[0]/D,29.075037,29.707249,,,,,1.000000,0.621293,in,65.448639,60.712006,353.781830,360.933716,23.372972,18.028389,-57.526253,-112.775253,92.167046,91.623947,5472.000000,11583.000000
g86/B,29.128473,27.171871,,,,,1.000000,1.639660,in,7.894897,-0.962585,351.138580,357.968414,13.303145,14.697746,-350.718018,-344.879608,42.432724,44.896156,5904.000000,23337.000000
g113340/A2,33.979675,30.855288,,,,,1.000000,1.302290,in,8.560364,-3.367157,347.358368,356.480530,27.829140,25.250902,-108.418121,-106.531982,264.891479,269.746246,7560.000000,18171.000000
g108308__4733/B1,33.979675,30.855288,,,,,1.000000,0.596950,in,55.248047,37.570129,347.358368,356.480530,27.829140,25.250902,83.250336,143.329086,264.891479,269.746246,6876.000000,15777.000000
FE_OFC711_n_5195/A,33.979675,30.855288,,,,,1.000000,0.324662,in,-55.813477,-80.538208,347.358368,356.480530,27.829140,25.250902,-309.235657,-238.372101,264.891479,269.746246,6750.000000,21177.000000
g108878__1617/B2,27.665779,25.361187,,,,,1.000000,0.595477,in,26.485809,7.642029,341.419586,350.708191,24.580652,22.120518,-122.766663,-103.213043,261.354584,266.201691,10386.000000,6219.000000
g108301__117934/B1,27.683104,25.380148,,,,,1.000000,0.434175,in,191.945953,181.362305,341.510468,350.799805,24.594915,22.135216,-94.749146,-28.449585,261.432770,266.277100,9612.000000,4437.000000
g108295__117845/B1,27.732918,25.434704,,,,,1.000000,0.596950,in,311.588348,297.927307,342.413116,351.702942,24.634304,22.175894,-246.338959,-177.127228,262.210999,267.024048,23436.000000,5139.000000
g107896__118083/B1,27.728226,25.429468,,,,,1.000000,0.596950,in,192.018250,177.534241,341.841003,351.131958,24.631836,22.173243,-95.032318,-28.933777,261.717377,266.551025,13176.000000,3519.000000
g108304__1881/B1,27.731815,25.433512,,,,,1.000000,0.596950,in,309.447083,296.208099,342.426636,351.716400,24.633345,22.174915,-243.868591,-174.639771,262.222687,267.035217,23868.000000,6057.000000
g108639__112614/B1,27.738497,25.440737,,,,,1.000000,0.553640,in,12.523041,-9.138245,342.328583,351.618896,24.639191,22.180885,-128.854858,-113.042755,262.138000,266.954224,21654.000000,4635.000000
ks1_state_reg[1]/D,37.022007,33.306160,,,,,1.000000,0.621293,in,64.382538,42.286011,362.342346,385.538849,32.179344,29.627241,125.758041,80.785065,269.457977,277.530487,6588.000000,10413.000000
FE_OFC1117_n_15584/Y,22.360832,19.238033,0.006741,0.006750,0.005633,0.005823,0.000000,0.000000,out,-4.209351,8.980499,367.987488,357.932648,18.062321,15.833137,-315.074310,-314.563354,82.893188,82.075783,11268.000000,9873.000000
g120918/Y,26.166370,32.840752,0.002378,0.002407,0.001865,0.001910,0.000000,0.000000,out,-478.189911,-494.115692,850.384888,867.690674,14.132390,21.904671,-315.628265,-311.683533,78.735870,85.765556,11052.000000,21177.000000
g109266__120713/Y,24.712368,23.686436,0.009720,0.009747,0.007010,0.007088,0.000000,0.000000,out,-175.677597,-189.213181,370.931641,382.342712,19.033535,19.488073,-461.419830,-461.366119,79.008461,77.619530,6084.000000,9963.000000
FE_OFC1115_n_15584/Y,26.959414,22.969660,0.005938,0.005957,0.004438,0.004896,0.000000,0.000000,out,5.169861,15.200989,369.848907,359.632996,20.271677,18.320765,-318.520874,-319.205444,83.298996,82.896126,6948.000000,10413.000000
FE_OFC1116_n_15584/Y,14.127910,12.332841,0.002713,0.002715,0.002317,0.002345,0.000000,0.000000,out,11.567841,2.091492,364.807465,373.824036,12.508474,11.033295,-296.825073,-304.110901,89.195618,89.434624,8010.000000,9963.000000
g120617/Y,23.016470,21.603703,0.001181,0.001181,0.000780,0.000765,0.000000,0.000000,out,-419.288666,-427.656555,799.959290,807.833740,11.614555,11.075279,-341.863434,-344.235413,47.637939,49.757683,10854.000000,9837.000000
g108873__8428/Y,31.067562,26.849510,0.002347,0.002347,0.001851,0.001831,0.000000,0.000000,out,-5.362732,6.346710,373.232239,359.210297,21.344318,13.997497,-347.251465,-343.933044,40.969376,36.253445,8874.000000,26199.000000
g86/Y,29.653622,24.695232,0.005085,0.005087,0.003858,0.003795,0.000000,0.000000,out,-5.670776,7.894897,380.924530,365.080597,19.712877,16.193354,-344.879608,-350.718018,57.997169,52.411301,6156.000000,23373.000000
FE_OFC1165_n_3268/Y,19.352713,16.532963,0.004682,0.004684,0.003555,0.003531,0.000000,0.000000,out,-175.677582,-189.213165,311.556610,318.055756,14.854940,12.525384,-404.678589,-384.125427,241.430252,236.258957,5274.000000,10413.000000
g118/Y,13.568192,11.937392,0.002550,0.002552,0.002088,0.002041,0.000000,0.000000,out,-0.985046,6.149658,327.969604,319.644562,11.167640,9.100801,-305.362762,-309.850006,61.226227,60.726688,4500.000000,9873.000000
FE_OFC711_n_5195/Y,60.955780,48.008133,0.005252,0.005243,0.004895,0.004737,0.000000,0.000000,out,-55.813477,-80.538208,390.234436,397.411957,57.011364,43.670822,-309.235657,-238.372101,305.174500,307.393585,6606.000000,21213.000000
g108600__120712/A1,22.388653,19.270451,,,,,1.000000,0.603716,in,5.194122,8.980499,368.339478,358.285095,18.085842,15.861927,-315.074310,-314.563354,83.184074,82.377136,21330.000000,8793.000000
g108603__6260/A1,22.388653,19.270451,,,,,1.000000,1.205180,in,18.238159,30.057953,368.339478,358.285095,18.085842,15.861927,-312.655212,-312.880249,83.184074,82.377136,13950.000000,8379.000000
g108603__6260_dup/A1,22.388653,19.270451,,,,,1.000000,1.205180,in,9.702454,21.181885,368.339478,358.285095,18.085842,15.861927,-309.614990,-311.758301,83.184074,82.377136,14382.000000,8379.000000
g108598__9945/A1,22.388653,19.270451,,,,,1.000000,0.974892,in,8.363525,23.468567,368.339478,358.285095,18.085842,15.861927,-300.234314,-309.215851,83.184074,82.377136,11340.000000,8883.000000
g123856/B,22.388653,19.270451,,,,,1.000000,0.620467,in,-4.209351,11.278839,368.339478,358.285095,18.085842,15.861927,-306.825104,-311.829681,83.184074,82.377136,20268.000000,9261.000000
g54/A,26.169685,32.843464,,,,,1.000000,2.071670,in,-478.189880,-494.115723,850.516235,867.823792,14.136007,21.907131,-315.628265,-311.683563,78.836754,85.869118,9090.000000,20799.000000
FE_OFC695_n_15300/A,24.852339,23.833328,,,,,1.000000,0.653678,in,-175.677597,-189.213181,371.947174,383.360016,19.124538,19.577665,-461.419830,-461.366119,79.770714,78.387291,7128.000000,5517.000000
g108456__4733/A,24.840374,23.820856,,,,,1.000000,1.628430,in,32.192139,20.553772,371.499237,382.911163,19.116135,19.569588,-327.212280,-331.583252,79.443184,78.057343,5850.000000,8793.000000
g120378/A,24.855381,23.836519,,,,,1.000000,0.362322,in,25.418030,19.055664,371.862122,383.274780,19.193298,19.648891,-262.965881,-272.252686,79.710732,78.326828,6480.000000,7263.000000
g120486/A2,24.854839,23.835949,,,,,1.000000,0.631182,in,34.766937,19.867737,371.883362,383.296082,19.126131,19.579281,-269.178040,-273.077118,79.725800,78.342018,5796.000000,7641.000000
FE_OFC693_n_15300/A,24.852612,23.833614,,,,,1.000000,2.432240,in,-148.773087,-157.472122,371.941528,383.354340,19.124714,19.577843,-460.903107,-398.080963,79.766754,78.383301,7038.000000,7263.000000
g108455__120715/B,24.853401,23.834475,,,,,1.000000,2.182130,in,39.608307,20.285706,371.671783,383.084045,19.195965,19.647848,-325.774658,-325.330292,79.572830,78.187897,5670.000000,7875.000000
FE_OFC694_n_15300/A,24.851246,23.832184,,,,,1.000000,0.643178,in,-157.749176,-170.501358,371.967957,383.380829,19.123831,19.576952,-447.066223,-414.069092,79.785210,78.401901,7254.000000,5643.000000
g107_dup/A1,26.964512,22.975683,,,,,1.000000,1.205180,in,29.356232,33.358215,370.014313,359.798950,20.275423,18.325829,-318.520874,-319.205444,83.421944,83.032028,6588.000000,10539.000000
g107/A1,26.964512,22.975683,,,,,1.000000,0.579473,in,6.425171,17.742828,370.014313,359.798950,20.275423,18.325829,-302.849762,-307.094360,83.421944,83.032028,7074.000000,10539.000000
g120299/A1,26.964512,22.975683,,,,,1.000000,1.205180,in,6.948242,15.200989,370.014313,359.798950,20.275423,18.325829,-305.823730,-304.403992,83.421944,83.032028,6444.000000,9999.000000
g120299_dup/A1,26.964512,22.975683,,,,,1.000000,1.205180,in,8.854523,17.371613,370.014313,359.798950,20.275423,18.325829,-307.110992,-309.918701,83.421944,83.032028,6444.000000,11457.000000
g107_0/A1,26.964512,22.975683,,,,,1.000000,1.205180,in,5.169861,16.227295,370.014313,359.798950,20.275423,18.325829,-307.044586,-307.721008,83.421944,83.032028,6390.000000,10917.000000
g120812/A1,14.145099,12.352564,,,,,1.000000,0.602300,in,11.567841,3.246155,365.027374,374.044159,12.521579,11.048612,-296.670471,-304.110901,89.376289,89.618088,7938.000000,18639.000000
g120812_dup/A2,14.145099,12.352564,,,,,1.000000,0.632617,in,16.406189,2.091492,365.027374,374.044159,12.521579,11.048612,-296.825073,-294.384949,89.376289,89.618088,7830.000000,18981.000000
g108598__9945/C,23.017178,21.604456,,,,,1.000000,0.921801,in,-419.288696,-427.656525,800.016235,807.890625,11.615092,11.075816,-341.863434,-344.235413,47.673161,49.792072,10872.000000,8919.000000
g108633__3680/B,31.078934,26.862665,,,,,1.000000,1.085680,in,-5.362732,6.346710,373.497437,359.475464,21.352684,14.009833,-347.251465,-343.933044,41.157909,36.438873,8136.000000,19179.000000
g107_dup/B,29.685028,24.732967,,,,,1.000000,1.211780,in,18.496399,25.149353,381.355194,365.511444,19.738146,16.222946,-344.879608,-350.718018,58.312141,52.720276,6660.000000,10539.000000
g107/B,29.685028,24.732967,,,,,1.000000,0.586307,in,-4.411041,9.325104,381.355194,365.511444,19.738146,16.222946,-329.376282,-340.475861,58.312141,52.720276,7038.000000,10539.000000
g107_0/B,29.685028,24.732967,,,,,1.000000,1.211780,in,-5.670776,7.894897,381.355194,365.511444,19.738146,16.222946,-333.477966,-340.157867,58.312141,52.720276,6318.000000,10917.000000
g109/C,19.355856,16.536644,,,,,1.000000,0.586965,in,-175.677597,-189.213165,311.666656,318.165833,14.857272,12.528111,-251.621719,-253.330887,241.513290,236.341415,4824.000000,9999.000000
FE_OFC1166_n_3268/A,19.355856,16.536644,,,,,1.000000,1.239720,in,-170.572937,-162.629425,311.666656,318.165833,14.857272,12.528111,-373.186584,-384.125427,241.513290,236.341415,4860.000000,10503.000000
FE_OFC1168_n_3268/A,19.355856,16.536644,,,,,1.000000,0.550446,in,134.653503,104.170654,311.666656,318.165833,14.857272,12.528111,-367.093201,-257.325378,241.513290,236.341415,7236.000000,9999.000000
FE_OFC1167_n_3268/A,19.355856,16.536644,,,,,1.000000,1.239720,in,56.508301,27.610596,311.666656,318.165833,14.857272,12.528111,-312.058838,-338.295837,241.513290,236.341415,6966.000000,9423.000000
FE_OFC1169_n_3268/A,19.355856,16.536644,,,,,1.000000,0.550446,in,-57.320526,-81.995071,311.666656,318.165833,14.857272,12.528111,-404.678528,-301.539246,241.513290,236.341415,6966.000000,9999.000000
FE_OFC1122_n_5525/A,13.570378,11.939881,,,,,1.000000,2.531750,in,-0.985046,6.149658,328.046448,319.721466,11.169418,9.102885,-305.362793,-309.849976,61.289108,60.788132,4932.000000,9963.000000
g108299__8246/B1,60.985901,48.046219,,,,,1.000000,0.596950,in,-48.194489,-71.948822,390.839020,398.015350,57.038544,43.703571,227.918274,273.908661,305.729919,307.927216,5562.000000,22959.000000
g108297__119096/B1,60.985901,48.046219,,,,,1.000000,0.596950,in,348.054230,336.721405,390.839020,398.015350,57.038544,43.703571,-309.235657,-238.372101,305.729919,307.927216,20844.000000,27657.000000
g108047__2802/B1,60.985901,48.046219,,,,,1.000000,0.596950,in,-55.813477,-80.538208,390.839020,398.015350,57.038544,43.703571,241.615784,285.505707,305.729919,307.927216,9828.000000,27279.000000
g123856/Y,13.989433,13.012963,0.002663,0.002692,0.002150,0.002195,0.000000,0.000000,out,-419.090271,-426.720306,801.742615,813.133362,11.248837,9.401793,-314.735229,-311.829681,90.573524,97.189667,20088.000000,9333.000000
FE_OFC695_n_15300/Y,27.740593,22.943893,0.009221,0.009225,0.006814,0.006839,0.000000,0.000000,out,-175.677597,-189.213181,398.262421,410.211609,21.478201,18.119051,-461.419800,-461.366089,102.417351,101.935715,6984.000000,5553.000000
FE_OFC693_n_15300/Y,30.961514,26.009371,0.013270,0.013364,0.009423,0.009697,0.000000,0.000000,out,-157.472137,-148.773071,403.176270,389.060333,22.903315,19.310614,-398.080963,-460.903107,93.687286,92.932518,7110.000000,7263.000000
FE_OFC694_n_15300/Y,69.424477,54.628887,0.008676,0.008667,0.007328,0.007056,0.000000,0.000000,out,-170.501373,-157.749176,421.038025,404.170990,58.736912,44.954460,-414.069092,-447.066254,110.304756,105.978249,7326.000000,5643.000000
g107_dup/Y,20.685930,18.139717,0.001602,0.001602,0.001106,0.001086,0.000000,0.000000,out,-491.301788,-470.583496,895.451172,880.543945,11.890505,10.797670,-350.718018,-344.879608,60.528648,65.656769,6696.000000,10503.000000
g107/Y,43.153706,33.676880,0.002818,0.002695,0.002273,0.002198,0.000000,0.000000,out,-489.149780,-475.586182,888.647278,871.381104,26.175730,22.431753,-340.475861,-329.376282,68.053619,73.022049,6966.000000,10503.000000
g107_0/Y,30.752146,25.690962,0.003417,0.003421,0.002821,0.002818,0.000000,0.000000,out,-490.818359,-476.983032,883.031555,867.299927,18.955008,16.961679,-340.157867,-333.477966,64.595222,69.936081,6282.000000,10953.000000
FE_OFC1166_n_3268/Y,124.213043,98.874214,0.025678,0.024325,0.022049,0.020113,0.000000,0.000000,out,-162.629425,-170.572937,367.039581,351.727905,104.500877,81.238503,-384.125458,-373.186615,277.688080,274.584320,4788.000000,10503.000000
FE_OFC1168_n_3268/Y,122.516579,97.773338,0.023950,0.022457,0.021340,0.019610,0.000000,0.000000,out,134.653503,104.170654,367.189392,366.503723,109.492165,85.699028,-367.093201,-257.325348,291.667236,279.616547,7092.000000,9963.000000
FE_OFC1167_n_3268/Y,110.598312,88.326141,0.024556,0.023875,0.020326,0.019690,0.000000,0.000000,out,27.610596,56.508301,365.034088,350.922699,91.703941,73.066269,-338.295868,-312.058868,275.064423,273.847992,6894.000000,9423.000000
FE_OFC1169_n_3268/Y,120.973106,96.144058,0.024804,0.022921,0.022893,0.020771,0.000000,0.000000,out,-57.320526,-81.995087,368.188690,367.198914,111.686646,87.175064,-404.678528,-301.539246,293.861023,281.260681,6822.000000,9963.000000
FE_OFC1122_n_5525/Y,16.907696,15.363976,0.012500,0.012151,0.011125,0.010778,0.000000,0.000000,out,-0.985046,6.149658,342.797394,334.684082,15.257921,13.910532,-305.362793,-309.849976,75.290047,74.725914,5220.000000,9963.000000
g112850/A,14.007230,13.032569,,,,,1.000000,2.071670,in,-419.090240,-426.720276,801.965271,813.358765,11.262370,9.418782,-314.735229,-311.829651,90.747643,97.368057,20160.000000,6219.000000
g118078/A,27.824507,23.034311,,,,,1.000000,1.606640,in,-166.601486,-183.151749,398.770966,410.723969,21.539972,18.184433,-412.117828,-415.077789,102.790977,102.314598,8100.000000,5553.000000
g203/A,27.852047,23.061708,,,,,1.000000,0.349904,in,-166.555267,-177.420288,398.634583,410.587463,21.557795,18.204794,-385.877167,-446.321106,102.690605,102.213425,6228.000000,5013.000000
g108869__1881/C,27.809874,23.019604,,,,,1.000000,0.590901,in,-175.677597,-189.213181,398.677582,410.630585,21.526733,18.173563,-461.419769,-397.730835,102.722252,102.245369,7254.000000,5175.000000
g118366/A1,27.793530,23.003439,,,,,1.000000,0.594771,in,193.415314,161.533783,398.762421,410.692719,21.517162,18.161510,-415.332764,-420.948334,102.767944,102.291420,8280.000000,4635.000000
g118367/A1,27.832638,23.042398,,,,,1.000000,1.164190,in,34.804138,28.071289,398.779236,410.732208,21.545963,18.190441,-377.525513,-433.612915,102.797066,102.320724,8388.000000,4941.000000
g120522/B,27.790085,22.999834,,,,,1.000000,0.586307,in,22.764130,10.033600,398.716919,410.650604,21.512163,18.158901,-195.950653,-199.801178,102.749962,102.274529,6858.000000,6219.000000
g108571__5526/A1,27.825001,23.034712,,,,,1.000000,1.205990,in,-158.814911,-175.325165,398.662231,410.615204,21.537874,18.184767,-405.608276,-461.366089,102.710945,102.233955,7416.000000,5481.000000
g108461__112615/A,27.782217,22.991968,,,,,1.000000,1.071390,in,2.378571,-4.322021,398.716919,410.669861,21.506369,18.153070,-301.316956,-317.325226,102.749962,102.274529,6228.000000,6093.000000
g117959/A2,27.777702,22.987631,,,,,1.000000,1.302290,in,-149.013565,-156.191574,398.730682,410.683807,21.505516,18.149782,-404.108337,-457.483276,102.762558,102.284782,7740.000000,5211.000000
g112749/B,30.994064,26.048880,,,,,1.000000,0.565780,in,-2.175659,11.010620,403.871979,389.764435,22.924416,19.337778,-304.514313,-304.606659,94.174599,93.438057,5508.000000,8343.000000
g108458__112750/B,30.993744,26.048492,,,,,1.000000,0.563340,in,2.871643,14.502686,403.879028,389.771484,22.924196,19.337503,-311.576996,-308.936066,94.179535,93.443123,5706.000000,8757.000000
g113374/A1,31.109634,26.051975,,,,,1.000000,1.205180,in,30.496368,44.987701,403.797394,389.689667,23.009438,19.339994,-328.267517,-329.116486,94.122231,93.384254,6282.000000,8217.000000
g120811/A,31.100058,26.156065,,,,,1.000000,1.628430,in,10.978638,29.649353,403.579895,389.470642,22.994928,19.411919,-194.175934,-199.112030,93.969666,93.226814,6804.000000,6633.000000
g202/B,31.034624,26.090357,,,,,1.000000,0.586307,in,-157.472153,-148.773087,403.647003,389.538391,22.948954,19.364630,-398.080994,-460.903107,94.016708,93.275475,6264.000000,5679.000000
g113428/A,30.995722,26.050875,,,,,1.000000,1.071390,in,-2.367157,20.065430,403.829285,389.721649,22.925552,19.339203,-314.332123,-316.264313,94.144615,93.407265,6606.000000,8253.000000
g21_dup/A2,31.041145,26.097010,,,,,1.000000,0.617726,in,12.103821,30.570221,403.727875,389.619812,22.961390,19.375423,-216.884338,-214.879639,94.073433,93.334015,6318.000000,7839.000000
g108448__6260/A,30.984915,26.037811,,,,,1.000000,0.349904,in,1.385559,21.310852,403.394775,389.283081,22.918697,19.330349,-198.253616,-201.416809,93.840042,93.092186,6966.000000,7263.000000
g108459__112914/A,30.994497,26.049398,,,,,1.000000,0.362322,in,-2.622803,14.876129,403.862030,389.754456,22.924711,19.338148,-303.478973,-307.475067,94.167595,93.430870,5724.000000,8343.000000
g120811_dup/A,31.078632,26.134560,,,,,1.000000,1.628430,in,12.225830,28.992035,403.601990,389.492981,22.979872,19.396442,-228.665375,-337.107605,93.985161,93.242851,7236.000000,6633.000000
g108460__112610/B,31.014393,26.070017,,,,,1.000000,1.060470,in,5.210510,13.424377,403.684387,389.576019,22.934740,19.349995,-327.288239,-313.599487,94.038971,93.299507,6120.000000,6795.000000
g113700/B,31.018789,26.074438,,,,,1.000000,0.559138,in,5.779114,20.460663,403.684387,389.576019,22.937828,19.353174,-255.978363,-260.576538,94.038971,93.299507,5832.000000,6723.000000
g21/A2,31.039671,26.095428,,,,,1.000000,0.619326,in,12.665161,28.828033,403.641846,389.533203,22.952499,19.368280,-240.462509,-235.784851,94.013107,93.271751,6210.000000,7677.000000
g108453__8428/A,30.995113,26.050142,,,,,1.000000,0.349904,in,4.027222,23.851898,403.846527,389.738922,22.925135,19.338678,-314.089050,-315.043457,94.156708,93.419693,6426.000000,8343.000000
g123323/A,30.993128,26.047758,,,,,1.000000,1.071390,in,3.424561,19.436493,403.521393,389.411499,22.924063,19.337221,-228.734268,-237.521271,93.928696,93.184349,6876.000000,7713.000000
FE_OFC696_n_15300/A,69.709114,54.681267,,,,,1.000000,1.239720,in,-115.040985,-108.539124,422.076599,405.184875,58.976765,44.998089,-405.684601,-412.099487,111.183380,106.841324,9468.000000,3393.000000
g775/C,69.470528,54.686714,,,,,1.000000,0.507334,in,-111.085541,-113.916809,421.840454,404.942841,58.774910,45.006287,-414.069092,-349.181732,110.982605,106.649178,7902.000000,4095.000000
g108500__113127/A2,69.535263,54.751415,,,,,1.000000,1.057770,in,-104.903839,-86.139160,421.900604,405.007385,58.829674,45.047180,-359.603088,-420.319000,111.034477,106.696190,8784.000000,4401.000000
g117748/B1,69.686089,54.681946,,,,,1.000000,1.082420,in,59.274384,75.685242,422.053070,405.161011,58.957283,45.171360,-213.053802,-210.664917,111.163475,106.821953,8910.000000,3357.000000
g118366/B2,69.458809,54.674709,,,,,1.000000,0.602511,in,172.020325,157.965576,421.532349,404.643616,58.765972,44.991814,-406.385986,-408.613159,110.722946,106.391060,8172.000000,4599.000000
g118367/B2,69.629387,54.849384,,,,,1.000000,1.216280,in,12.791779,23.808838,421.665497,404.773987,58.911289,45.144341,-368.232880,-420.886353,110.835594,106.501633,8100.000000,4977.000000
g117748_dup/B1,69.711456,54.681194,,,,,1.000000,1.082420,in,-94.120087,-75.802277,422.079010,405.187317,58.978748,44.998035,-371.593262,-427.991302,111.185410,106.843300,8478.000000,3519.000000
g117959/B2,69.454247,54.668705,,,,,1.000000,1.216280,in,-170.501373,-157.749161,421.435699,404.549805,58.762112,44.986828,-395.724487,-447.066254,110.641182,106.310638,7956.000000,5139.000000
g113428/B,20.688662,18.142830,,,,,1.000000,1.085680,in,-491.301758,-470.583496,895.557190,880.649963,11.892395,10.799654,-350.718048,-344.879608,60.595531,65.722069,6678.000000,8217.000000
g108433__112814/B,43.156200,33.679787,,,,,1.000000,1.067510,in,-489.149811,-475.586212,888.793640,871.520691,26.178318,22.434561,-332.670471,-326.600586,68.169746,73.134010,7272.000000,8757.000000
g114088/B2,43.156200,33.679787,,,,,1.000000,1.216280,in,-485.150726,-472.666901,888.793640,871.520691,26.178318,22.434561,-340.475861,-329.376282,68.169746,73.134010,7038.000000,8757.000000
g114089/A,30.755117,25.694529,,,,,1.000000,1.909670,in,-490.818359,-476.983032,883.166443,867.434998,18.958235,16.965279,-336.842834,-333.477966,64.705574,70.046303,6282.000000,8793.000000
g114090/B1,30.755117,25.694529,,,,,1.000000,1.082420,in,-484.263794,-471.362885,883.166443,867.434998,18.958235,16.965279,-340.157867,-331.520844,64.705574,70.046303,6390.000000,8919.000000
g107905__7482/B1,129.261383,105.326752,,,,,1.000000,0.596950,in,-30.308228,-37.498505,379.004761,363.401123,104.500877,81.238503,202.695419,249.072433,287.592621,284.067657,2916.000000,22959.000000
g108522__8428/B1,127.705368,103.370964,,,,,1.000000,0.402577,in,24.851685,-20.583435,373.125549,357.649445,104.500877,81.238503,163.754395,231.010483,282.757660,279.423401,4104.000000,15399.000000
g108368__7098/C1,128.994492,105.407654,,,,,1.000000,0.532843,in,19.460175,-20.179840,378.223175,362.617371,104.500877,81.238503,165.287628,223.360764,286.956573,283.437256,2538.000000,21717.000000
g118566/A2,129.702393,105.922157,,,,,1.000000,1.068950,in,-39.390015,-39.731018,382.952454,367.391632,104.500877,81.238503,218.421661,259.347321,290.785126,287.268158,3114.000000,26775.000000
g118568/C,129.745605,105.975349,,,,,1.000000,0.583878,in,-84.533203,-80.391449,383.290833,367.734436,104.500877,81.238503,272.989349,240.707184,291.054291,287.540680,5292.000000,27117.000000
g108175__6161/A2,127.487610,103.093422,,,,,1.000000,0.389438,in,38.003571,-3.685760,372.672455,357.206390,104.500877,81.238503,151.870728,222.010956,282.385010,279.065186,4482.000000,15813.000000
g108579__1617/A2,129.736862,105.964111,,,,,1.000000,0.501960,in,0.717377,-32.081238,383.115448,367.557220,104.500877,81.238503,189.832565,250.951233,290.914215,287.399353,4698.000000,27243.000000
FE_OFC1170_n_3268/A,129.734299,105.960312,,,,,1.000000,0.550446,in,-162.629425,-163.853317,382.968109,367.408234,104.500877,81.238503,231.796219,240.441040,290.796234,287.280365,3888.000000,27279.000000
g108856__1617/B1,126.221046,101.475174,,,,,1.000000,0.402577,in,150.578796,83.112061,370.089722,354.683929,104.500877,81.238503,8.322449,105.065704,280.246155,277.017120,6264.000000,12159.000000
g108641__1705/A,129.712357,105.933861,,,,,1.000000,0.349904,in,-101.444427,-26.133209,382.918640,367.357666,104.500877,81.238503,279.179749,204.009598,290.757568,287.240692,3564.000000,26703.000000
g108648__7482/A,128.510193,104.392235,,,,,1.000000,0.349904,in,-74.784790,3.322784,375.229736,359.777893,104.500877,81.238503,256.189606,178.408035,284.488251,281.149628,2808.000000,16983.000000
g107668__1705/B2,129.632401,105.846184,,,,,1.000000,0.630858,in,-54.433502,-52.967438,383.934692,368.327240,104.500877,81.238503,231.264587,267.750885,291.523224,288.013000,6804.000000,26199.000000
g108654__2346/A,129.932037,106.184258,,,,,1.000000,0.349904,in,-98.293060,-24.840210,384.294525,368.739990,104.500877,81.238503,288.276825,213.502304,291.850616,288.341339,10962.000000,29853.000000
g108539__2346/C2,128.783356,104.737679,,,,,1.000000,0.506006,in,20.094971,-27.004364,376.109924,360.626190,104.500877,81.238503,167.085724,228.657166,285.210541,281.833801,2754.000000,18477.000000
g108589__5115/A2,129.720123,105.947807,,,,,1.000000,0.371260,in,-3.906433,-37.936554,383.605408,368.051483,104.500877,81.238503,194.174591,257.482483,291.304962,287.793396,6156.000000,28323.000000
g108591__4733/A2,128.361176,104.203674,,,,,1.000000,0.371260,in,24.731293,-13.343628,374.796600,359.362244,104.500877,81.238503,163.017883,230.783844,284.132599,280.814209,3078.000000,16893.000000
