"from_pin.full_name","to_pin.full_name",sense,delay_max_rise,delay_max_fall,"variation_delay_max_rise.mean","variation_delay_max_rise.std_dev","variation_delay_max_fall.mean","variation_delay_max_fall.std_dev"
g46994/A2,g46994/Y,negative_unate,17.348530,12.981029,17.348530,UNINIT,12.981029,UNINIT
g46994/B,g46994/Y,negative_unate,10.055326,14.249420,10.055326,UNINIT,14.249420,UNINIT
g46994/B,g46994/Y,negative_unate,10.055326,11.326871,10.055326,UNINIT,11.326871,UNINIT
g46994/B,g46994/Y,negative_unate,10.082080,13.416015,10.082080,UNINIT,13.416015,UNINIT
g46994/B,g46994/Y,negative_unate,10.417290,14.249420,10.417290,UNINIT,14.249420,UNINIT
g280/A1,g280/Y,negative_unate,17.286266,10.935774,17.286266,UNINIT,10.935774,UNINIT
g280/A2,g280/Y,negative_unate,13.609265,10.580398,13.609265,UNINIT,10.580398,UNINIT
g280/B,g280/Y,negative_unate,10.299098,13.899632,10.299098,UNINIT,13.899632,UNINIT
g280/B,g280/Y,negative_unate,10.299098,10.978847,10.299098,UNINIT,10.978847,UNINIT
g280/B,g280/Y,negative_unate,10.295365,12.961605,10.295365,UNINIT,12.961605,UNINIT
g280/B,g280/Y,negative_unate,10.693767,13.899632,10.693767,UNINIT,13.899632,UNINIT
g55167/A1,g55167/Y,positive_unate,20.671524,20.502014,20.671524,UNINIT,20.502014,UNINIT
g55167/A2,g55167/Y,positive_unate,22.264915,24.160879,22.264915,UNINIT,24.160879,UNINIT
g55167/B,g55167/Y,positive_unate,21.262016,18.155893,21.262016,UNINIT,18.155893,UNINIT
g55167/B,g55167/Y,positive_unate,19.307835,18.155893,19.307835,UNINIT,18.155893,UNINIT
g55167/B,g55167/Y,positive_unate,21.262016,18.278866,21.262016,UNINIT,18.278866,UNINIT
g55167/B,g55167/Y,positive_unate,20.189028,17.670589,20.189028,UNINIT,17.670589,UNINIT
g55169/A1,g55169/Y,negative_unate,17.100088,11.455417,17.100088,UNINIT,11.455417,UNINIT
g55169/A2,g55169/Y,negative_unate,16.118147,12.020245,16.118147,UNINIT,12.020245,UNINIT
g55169/B,g55169/Y,negative_unate,10.334247,14.459457,10.334247,UNINIT,14.459457,UNINIT
g55169/B,g55169/Y,negative_unate,10.334247,11.466691,10.334247,UNINIT,11.466691,UNINIT
g55169/B,g55169/Y,negative_unate,10.340840,13.540313,10.340840,UNINIT,13.540313,UNINIT
g55169/B,g55169/Y,negative_unate,10.716603,14.459457,10.716603,UNINIT,14.459457,UNINIT
g55171/A1,g55171/Y,negative_unate,14.902469,9.614790,14.902469,UNINIT,9.614790,UNINIT
g55171/A2,g55171/Y,negative_unate,14.017638,10.270902,14.017638,UNINIT,10.270902,UNINIT
g55171/B,g55171/Y,negative_unate,9.252112,12.577072,9.252112,UNINIT,12.577072,UNINIT
g55171/B,g55171/Y,negative_unate,9.252112,9.817148,9.252112,UNINIT,9.817148,UNINIT
g55171/B,g55171/Y,negative_unate,9.243979,11.618291,9.243979,UNINIT,11.618291,UNINIT
g55171/B,g55171/Y,negative_unate,9.651817,12.577072,9.651817,UNINIT,12.577072,UNINIT
g55177/A1,g55177/Y,positive_unate,17.097742,17.076244,17.097742,UNINIT,17.076244,UNINIT
g55177/A2,g55177/Y,positive_unate,18.201847,20.346447,18.201847,UNINIT,20.346447,UNINIT
g55177/B,g55177/Y,positive_unate,17.249048,14.921815,17.249048,UNINIT,14.921815,UNINIT
g55177/B,g55177/Y,positive_unate,15.391368,14.921815,15.391368,UNINIT,14.921815,UNINIT
g55177/B,g55177/Y,positive_unate,17.249048,14.964355,17.249048,UNINIT,14.964355,UNINIT
g55177/B,g55177/Y,positive_unate,16.198812,14.442794,16.198812,UNINIT,14.442794,UNINIT
g44332/A1,g44332/Y,negative_unate,12.875047,8.095127,12.875047,UNINIT,8.095127,UNINIT
g44332/A2,g44332/Y,negative_unate,12.232154,8.756633,12.232154,UNINIT,8.756633,UNINIT
g44332/B,g44332/Y,negative_unate,8.570974,11.451983,8.570974,UNINIT,11.451983,UNINIT
g44332/B,g44332/Y,negative_unate,8.570974,8.728248,8.570974,UNINIT,8.728248,UNINIT
g44332/B,g44332/Y,negative_unate,8.505564,10.397413,8.505564,UNINIT,10.397413,UNINIT
g44332/B,g44332/Y,negative_unate,8.977334,11.451983,8.977334,UNINIT,11.451983,UNINIT
FE_OCPC288_FE_OFN51_n_12937/A,FE_OCPC288_FE_OFN51_n_12937/Y,positive_unate,20.848610,21.788242,20.848610,UNINIT,21.788242,UNINIT
g42288/A1,g42288/Y,negative_unate,17.170527,12.399682,17.170527,UNINIT,12.399682,UNINIT
g42288/A2,g42288/Y,negative_unate,18.055698,13.548944,18.055698,UNINIT,13.548944,UNINIT
g42288/B,g42288/Y,negative_unate,11.761002,15.987477,11.761002,UNINIT,15.987477,UNINIT
g42288/B,g42288/Y,negative_unate,11.761002,12.777912,11.761002,UNINIT,12.777912,UNINIT
g42288/B,g42288/Y,negative_unate,11.771381,15.098802,11.771381,UNINIT,15.098802,UNINIT
g42288/B,g42288/Y,negative_unate,12.153014,15.987477,12.153014,UNINIT,15.987477,UNINIT
g49975/A1,g49975/Y,negative_unate,16.719316,10.767600,16.719316,UNINIT,10.767600,UNINIT
g49975/A2,g49975/Y,negative_unate,15.173769,11.223938,15.173769,UNINIT,11.223938,UNINIT
g49975/B,g49975/Y,negative_unate,9.408702,12.956442,9.408702,UNINIT,12.956442,UNINIT
g49975/B,g49975/Y,negative_unate,9.408702,10.217855,9.408702,UNINIT,10.217855,UNINIT
g49975/B,g49975/Y,negative_unate,9.418295,12.070276,9.418295,UNINIT,12.070276,UNINIT
g49975/B,g49975/Y,negative_unate,9.781692,12.956442,9.781692,UNINIT,12.956442,UNINIT
g46264/A1,g46264/Y,positive_unate,20.280230,19.568031,20.280230,UNINIT,19.568031,UNINIT
g46264/A2,g46264/Y,positive_unate,19.858091,21.946547,19.858091,UNINIT,21.946547,UNINIT
g46264/B,g46264/Y,positive_unate,18.769871,16.439268,18.769871,UNINIT,16.439268,UNINIT
g46264/B,g46264/Y,positive_unate,16.853724,16.439268,16.853724,UNINIT,16.439268,UNINIT
g46264/B,g46264/Y,positive_unate,18.769871,16.513084,18.769871,UNINIT,16.513084,UNINIT
g46264/B,g46264/Y,positive_unate,17.715040,15.948034,17.715040,UNINIT,15.948034,UNINIT
g55171_dup/A1,g55171_dup/Y,negative_unate,10.793849,10.297925,10.793849,UNINIT,10.297925,UNINIT
g55171_dup/A2,g55171_dup/Y,negative_unate,12.895445,9.974057,12.895445,UNINIT,9.974057,UNINIT
g55171_dup/B,g55171_dup/Y,negative_unate,9.102130,9.062346,9.102130,UNINIT,9.062346,UNINIT
g55171_dup/B,g55171_dup/Y,negative_unate,9.102130,7.821662,9.102130,UNINIT,7.821662,UNINIT
g55171_dup/B,g55171_dup/Y,negative_unate,9.007470,9.062346,9.007470,UNINIT,9.062346,UNINIT
g55171_dup/B,g55171_dup/Y,negative_unate,8.589347,8.182316,8.589347,UNINIT,8.182316,UNINIT
g44332_dup/A1,g44332_dup/Y,negative_unate,17.976221,12.361942,17.976221,UNINIT,12.361942,UNINIT
g44332_dup/A2,g44332_dup/Y,negative_unate,17.329706,12.967999,17.329706,UNINIT,12.967999,UNINIT
g44332_dup/B,g44332_dup/Y,negative_unate,12.138340,16.155298,12.138340,UNINIT,16.155298,UNINIT
g44332_dup/B,g44332_dup/Y,negative_unate,12.138340,12.881059,12.138340,UNINIT,12.881059,UNINIT
g44332_dup/B,g44332_dup/Y,negative_unate,12.118615,15.203542,12.118615,UNINIT,15.203542,UNINIT
g44332_dup/B,g44332_dup/Y,negative_unate,12.529465,16.155298,12.529465,UNINIT,16.155298,UNINIT
g42148/A1,g42148/Y,negative_unate,13.674747,8.775466,13.674747,UNINIT,8.775466,UNINIT
g42148/A2,g42148/Y,negative_unate,13.020899,9.425402,13.020899,UNINIT,9.425402,UNINIT
g42148/B,g42148/Y,negative_unate,8.344653,11.362728,8.344653,UNINIT,11.362728,UNINIT
g42148/B,g42148/Y,negative_unate,8.344653,8.790896,8.344653,UNINIT,8.790896,UNINIT
g42148/B,g42148/Y,negative_unate,8.339218,10.410874,8.339218,UNINIT,10.410874,UNINIT
g42148/B,g42148/Y,negative_unate,8.743031,11.362728,8.743031,UNINIT,11.362728,UNINIT
g206/A1,g206/Y,negative_unate,10.045781,9.785135,10.045781,UNINIT,9.785135,UNINIT
g206/A2,g206/Y,negative_unate,12.166425,9.318634,12.166425,UNINIT,9.318634,UNINIT
g206/B,g206/Y,negative_unate,9.572528,8.573074,9.572528,UNINIT,8.573074,UNINIT
g206/B,g206/Y,negative_unate,9.572528,7.398840,9.572528,UNINIT,7.398840,UNINIT
g206/B,g206/Y,negative_unate,9.456383,8.573074,9.456383,UNINIT,8.573074,UNINIT
g206/B,g206/Y,negative_unate,8.978839,7.675314,8.978839,UNINIT,7.675314,UNINIT
FE_OCPC335_n_8609/A,FE_OCPC335_n_8609/Y,positive_unate,17.340490,17.731932,17.340490,UNINIT,17.731932,UNINIT
FE_OFC131_n_8609/A,FE_OFC131_n_8609/Y,positive_unate,17.538237,17.276642,17.538237,UNINIT,17.276642,UNINIT
g51976/A1,g51976/Y,positive_unate,18.727930,18.482176,18.727930,UNINIT,18.482176,UNINIT
g51976/A2,g51976/Y,positive_unate,17.572296,18.996933,17.572296,UNINIT,18.996933,UNINIT
g51976/B,g51976/Y,positive_unate,18.377232,15.809381,18.377232,UNINIT,15.809381,UNINIT
g51976/B,g51976/Y,positive_unate,16.455446,15.809381,16.455446,UNINIT,15.809381,UNINIT
g51976/B,g51976/Y,positive_unate,18.377232,15.879739,18.377232,UNINIT,15.879739,UNINIT
g51976/B,g51976/Y,positive_unate,17.335482,15.334702,17.335482,UNINIT,15.334702,UNINIT
g51983/A1,g51983/Y,negative_unate,18.204493,11.702934,18.204493,UNINIT,11.702934,UNINIT
g51983/A2,g51983/Y,negative_unate,14.701157,11.257265,14.701157,UNINIT,11.257265,UNINIT
g51983/B,g51983/Y,negative_unate,11.057149,14.172323,11.057149,UNINIT,14.172323,UNINIT
g51983/B,g51983/Y,negative_unate,11.057149,11.256346,11.057149,UNINIT,11.256346,UNINIT
g51983/B,g51983/Y,negative_unate,11.058268,13.304031,11.058268,UNINIT,13.304031,UNINIT
g51983/B,g51983/Y,negative_unate,11.452200,14.172323,11.452200,UNINIT,14.172323,UNINIT
g42274/A1,g42274/Y,negative_unate,14.768394,10.309032,14.768394,UNINIT,10.309032,UNINIT
g42274/A2,g42274/Y,negative_unate,13.415416,10.264551,13.415416,UNINIT,10.264551,UNINIT
g42274/B,g42274/Y,negative_unate,10.274985,13.145056,10.274985,UNINIT,13.145056,UNINIT
g42274/B,g42274/Y,negative_unate,10.274985,10.372709,10.274985,UNINIT,10.372709,UNINIT
g42274/B,g42274/Y,negative_unate,10.269418,12.252851,10.269418,UNINIT,12.252851,UNINIT
g42274/B,g42274/Y,negative_unate,10.672361,13.145056,10.672361,UNINIT,13.145056,UNINIT
g52487_dup/A1,g52487_dup/Y,positive_unate,17.090889,16.899509,17.090889,UNINIT,16.899509,UNINIT
g52487_dup/A2,g52487_dup/Y,positive_unate,15.980874,17.455849,15.980874,UNINIT,17.455849,UNINIT
g52487_dup/B,g52487_dup/Y,positive_unate,17.143023,14.924012,17.143023,UNINIT,14.924012,UNINIT
g52487_dup/B,g52487_dup/Y,positive_unate,15.303851,14.924012,15.303851,UNINIT,14.924012,UNINIT
g52487_dup/B,g52487_dup/Y,positive_unate,17.143023,14.962029,17.143023,UNINIT,14.962029,UNINIT
g52487_dup/B,g52487_dup/Y,positive_unate,16.085066,14.438442,16.085066,UNINIT,14.438442,UNINIT
g51976_dup/A1,g51976_dup/Y,positive_unate,20.663044,20.260458,20.663044,UNINIT,20.260458,UNINIT
g51976_dup/A2,g51976_dup/Y,positive_unate,19.501518,20.781013,19.501518,UNINIT,20.781013,UNINIT
g51976_dup/B,g51976_dup/Y,positive_unate,20.314478,17.420647,20.314478,UNINIT,17.420647,UNINIT
g51976_dup/B,g51976_dup/Y,positive_unate,18.354029,17.420647,18.354029,UNINIT,17.420647,UNINIT
g51976_dup/B,g51976_dup/Y,positive_unate,20.314478,17.528587,20.314478,UNINIT,17.528587,UNINIT
g51976_dup/B,g51976_dup/Y,positive_unate,19.261929,16.940493,19.261929,UNINIT,16.940493,UNINIT
g47174_dup/A1,g47174_dup/Y,positive_unate,16.644880,19.858223,16.644880,UNINIT,19.858223,UNINIT
g47174_dup/A2,g47174_dup/Y,positive_unate,17.698788,18.978678,17.698788,UNINIT,18.978678,UNINIT
g47174_dup/B,g47174_dup/Y,positive_unate,15.748529,20.409319,15.748529,UNINIT,20.409319,UNINIT
g47174_dup/B,g47174_dup/Y,positive_unate,15.216105,19.211664,15.216105,UNINIT,19.211664,UNINIT
g47174_dup/B,g47174_dup/Y,positive_unate,15.834126,20.409319,15.834126,UNINIT,20.409319,UNINIT
g47174_dup/B,g47174_dup/Y,positive_unate,15.748529,17.735531,15.748529,UNINIT,17.735531,UNINIT
g47174/A1,g47174/Y,positive_unate,18.231819,21.365793,18.231819,UNINIT,21.365793,UNINIT
g47174/A2,g47174/Y,positive_unate,19.283104,20.465883,19.283104,UNINIT,20.465883,UNINIT
g47174/B,g47174/Y,positive_unate,17.232922,21.913931,17.232922,UNINIT,21.913931,UNINIT
g47174/B,g47174/Y,positive_unate,16.707251,20.697828,16.707251,UNINIT,20.697828,UNINIT
g47174/B,g47174/Y,positive_unate,17.350351,21.913931,17.350351,UNINIT,21.913931,UNINIT
g47174/B,g47174/Y,positive_unate,17.232922,19.169016,17.232922,UNINIT,19.169016,UNINIT
g47739_dup/A1,g47739_dup/Y,positive_unate,18.015879,17.767735,18.015879,UNINIT,17.767735,UNINIT
g47739_dup/A2,g47739_dup/Y,positive_unate,16.746801,18.192490,16.746801,UNINIT,18.192490,UNINIT
g47739_dup/B,g47739_dup/Y,positive_unate,18.072454,15.924629,18.072454,UNINIT,15.924629,UNINIT
g47739_dup/B,g47739_dup/Y,positive_unate,16.229967,15.924629,16.229967,UNINIT,15.924629,UNINIT
g47739_dup/B,g47739_dup/Y,positive_unate,18.072454,15.976540,18.072454,UNINIT,15.976540,UNINIT
g47739_dup/B,g47739_dup/Y,positive_unate,16.991266,15.421842,16.991266,UNINIT,15.421842,UNINIT
g52487/A1,g52487/Y,positive_unate,17.495075,17.298210,17.495075,UNINIT,17.298210,UNINIT
g52487/A2,g52487/Y,positive_unate,16.383064,17.854935,16.383064,UNINIT,17.854935,UNINIT
g52487/B,g52487/Y,positive_unate,17.550667,15.282489,17.550667,UNINIT,15.282489,UNINIT
g52487/B,g52487/Y,positive_unate,15.701403,15.282489,15.701403,UNINIT,15.282489,UNINIT
g52487/B,g52487/Y,positive_unate,17.550667,15.328277,17.550667,UNINIT,15.328277,UNINIT
g52487/B,g52487/Y,positive_unate,16.487604,14.794621,16.487604,UNINIT,14.794621,UNINIT
g47739/A1,g47739/Y,positive_unate,17.373205,17.153368,17.373205,UNINIT,17.153368,UNINIT
g47739/A2,g47739/Y,positive_unate,16.107344,17.578249,16.107344,UNINIT,17.578249,UNINIT
g47739/B,g47739/Y,positive_unate,17.423349,15.370780,17.423349,UNINIT,15.370780,UNINIT
g47739/B,g47739/Y,positive_unate,15.597510,15.370780,15.597510,UNINIT,15.370780,UNINIT
g47739/B,g47739/Y,positive_unate,17.423349,15.410894,17.423349,UNINIT,15.410894,UNINIT
g47739/B,g47739/Y,positive_unate,16.350466,14.871613,16.350466,UNINIT,14.871613,UNINIT
g42226/A,g42226/Y,negative_unate,8.452852,5.821148,8.452852,UNINIT,5.821148,UNINIT
g41782__2346/A1,g41782__2346/Y,negative_unate,19.920933,19.603090,19.920933,UNINIT,19.603090,UNINIT
g41782__2346/A1,g41782__2346/Y,negative_unate,19.920933,19.603090,19.920933,UNINIT,19.603090,UNINIT
g41782__2346/A1,g41782__2346/Y,negative_unate,18.793314,19.135344,18.793314,UNINIT,19.135344,UNINIT
g41782__2346/A1,g41782__2346/Y,negative_unate,17.228369,20.188482,17.228369,UNINIT,20.188482,UNINIT
g41782__2346/A2,g41782__2346/Y,negative_unate,21.679705,19.311556,21.679705,UNINIT,19.311556,UNINIT
g41782__2346/A2,g41782__2346/Y,negative_unate,21.679705,18.724125,21.679705,UNINIT,18.724125,UNINIT
g41782__2346/A2,g41782__2346/Y,negative_unate,20.525705,18.230122,20.525705,UNINIT,18.230122,UNINIT
g41782__2346/A2,g41782__2346/Y,negative_unate,19.026968,19.311556,19.026968,UNINIT,19.311556,UNINIT
g41782__2346/B1,g41782__2346/Y,negative_unate,21.183538,18.687641,21.183538,UNINIT,18.687641,UNINIT
g41782__2346/B1,g41782__2346/Y,negative_unate,21.183538,18.687641,21.183538,UNINIT,18.687641,UNINIT
g41782__2346/B1,g41782__2346/Y,negative_unate,19.979998,18.204536,19.979998,UNINIT,18.204536,UNINIT
g41782__2346/B1,g41782__2346/Y,negative_unate,17.993830,18.112024,17.993830,UNINIT,18.112024,UNINIT
g41782__2346/B2,g41782__2346/Y,negative_unate,19.843176,14.657598,19.843176,UNINIT,14.657598,UNINIT
g41782__2346/B2,g41782__2346/Y,negative_unate,19.843176,14.657598,19.843176,UNINIT,14.657598,UNINIT
g41782__2346/B2,g41782__2346/Y,negative_unate,18.722809,14.233622,18.722809,UNINIT,14.233622,UNINIT
g41782__2346/B2,g41782__2346/Y,negative_unate,16.708170,14.178677,16.708170,UNINIT,14.178677,UNINIT
g41782__2346/C,g41782__2346/Y,negative_unate,21.954115,14.849326,21.954115,UNINIT,14.849326,UNINIT
g41782__2346/C,g41782__2346/Y,negative_unate,21.954115,14.431363,21.954115,UNINIT,14.431363,UNINIT
g41782__2346/C,g41782__2346/Y,negative_unate,20.767103,14.086794,20.767103,UNINIT,14.086794,UNINIT
g41782__2346/C,g41782__2346/Y,negative_unate,19.535667,14.849326,19.535667,UNINIT,14.849326,UNINIT
g41782__2346/C,g41782__2346/Y,negative_unate,20.749861,14.081017,20.749861,UNINIT,14.081017,UNINIT
g41782__2346/C,g41782__2346/Y,negative_unate,19.594715,13.740043,19.594715,UNINIT,13.740043,UNINIT
g41782__2346/C,g41782__2346/Y,negative_unate,18.498785,14.517413,18.498785,UNINIT,14.517413,UNINIT
g41782__2346/C,g41782__2346/Y,negative_unate,18.154129,14.034497,18.154129,UNINIT,14.034497,UNINIT
g41782__2346/C,g41782__2346/Y,negative_unate,17.111362,13.695742,17.111362,UNINIT,13.695742,UNINIT
g41782__2346/C,g41782__2346/Y,negative_unate,16.030390,14.448789,16.030390,UNINIT,14.448789,UNINIT
g262/A1,g262/Y,negative_unate,13.774119,9.885057,13.774119,UNINIT,9.885057,UNINIT
g262/A1,g262/Y,negative_unate,12.678256,9.127462,12.678256,UNINIT,9.127462,UNINIT
g262/A1,g262/Y,negative_unate,13.774119,9.700258,13.774119,UNINIT,9.700258,UNINIT
g262/A1,g262/Y,negative_unate,11.679637,9.885057,11.679637,UNINIT,9.885057,UNINIT
g262/A2,g262/Y,negative_unate,12.239816,11.338626,12.239816,UNINIT,11.338626,UNINIT
g262/A2,g262/Y,negative_unate,11.140950,10.591967,11.140950,UNINIT,10.591967,UNINIT
g262/A2,g262/Y,negative_unate,12.239816,11.154478,12.239816,UNINIT,11.154478,UNINIT
g262/A2,g262/Y,negative_unate,10.239165,11.338626,10.239165,UNINIT,11.338626,UNINIT
g262/B1,g262/Y,negative_unate,16.870827,8.473545,16.870827,UNINIT,8.473545,UNINIT
g262/B1,g262/Y,negative_unate,15.637934,8.222530,15.637934,UNINIT,8.222530,UNINIT
g262/B1,g262/Y,negative_unate,16.870827,8.883480,16.870827,UNINIT,8.883480,UNINIT
g262/B1,g262/Y,negative_unate,13.248123,8.473545,13.248123,UNINIT,8.473545,UNINIT
g262/B2,g262/Y,negative_unate,15.695223,10.897737,15.695223,UNINIT,10.897737,UNINIT
g262/B2,g262/Y,negative_unate,14.476198,10.731576,14.476198,UNINIT,10.731576,UNINIT
g262/B2,g262/Y,negative_unate,15.695223,11.447301,15.695223,UNINIT,11.447301,UNINIT
g262/B2,g262/Y,negative_unate,12.167344,10.897737,12.167344,UNINIT,10.897737,UNINIT
g42206/A,g42206/Y,negative_unate,19.462511,18.765944,19.462511,UNINIT,18.765944,UNINIT
g264/A,g264/Y,negative_unate,6.886074,5.305117,6.886074,UNINIT,5.305117,UNINIT
FE_OCPC229_n_8594/A,FE_OCPC229_n_8594/Y,positive_unate,25.757854,26.078899,25.757854,UNINIT,26.078899,UNINIT
g44398/A1,g44398/Y,negative_unate,10.087087,10.196463,10.087087,UNINIT,10.196463,UNINIT
g44398/A1,g44398/Y,negative_unate,10.087087,7.908235,10.087087,UNINIT,7.908235,UNINIT
g44398/A1,g44398/Y,negative_unate,10.740884,10.196463,10.740884,UNINIT,10.196463,UNINIT
g44398/A1,g44398/Y,negative_unate,10.108674,9.332309,10.108674,UNINIT,9.332309,UNINIT
g44398/A2,g44398/Y,negative_unate,10.758474,9.704510,10.758474,UNINIT,9.704510,UNINIT
g44398/A2,g44398/Y,negative_unate,10.758474,7.394987,10.758474,UNINIT,7.394987,UNINIT
g44398/A2,g44398/Y,negative_unate,11.455665,9.704510,11.455665,UNINIT,9.704510,UNINIT
g44398/A2,g44398/Y,negative_unate,10.822867,8.755529,10.822867,UNINIT,8.755529,UNINIT
g44398/B1,g44398/Y,negative_unate,12.368454,9.192654,12.368454,UNINIT,9.192654,UNINIT
g44398/B1,g44398/Y,negative_unate,12.368454,7.928285,12.368454,UNINIT,7.928285,UNINIT
g44398/B1,g44398/Y,negative_unate,12.213389,9.192654,12.213389,UNINIT,9.192654,UNINIT
g44398/B1,g44398/Y,negative_unate,11.564467,8.338516,11.564467,UNINIT,8.338516,UNINIT
g44398/B2,g44398/Y,negative_unate,11.375064,8.222666,11.375064,UNINIT,8.222666,UNINIT
g44398/B2,g44398/Y,negative_unate,11.375064,6.769430,11.375064,UNINIT,6.769430,UNINIT
g44398/B2,g44398/Y,negative_unate,11.233312,8.222666,11.233312,UNINIT,8.222666,UNINIT
g44398/B2,g44398/Y,negative_unate,10.706167,7.400455,10.706167,UNINIT,7.400455,UNINIT
g53310/A1,g53310/Y,negative_unate,8.372838,8.791172,8.372838,UNINIT,8.791172,UNINIT
g53310/A1,g53310/Y,negative_unate,8.372838,6.610488,8.372838,UNINIT,6.610488,UNINIT
g53310/A1,g53310/Y,negative_unate,9.035982,8.791172,9.035982,UNINIT,8.791172,UNINIT
g53310/A1,g53310/Y,negative_unate,8.383035,7.853856,8.383035,UNINIT,7.853856,UNINIT
g53310/A2,g53310/Y,negative_unate,10.224527,8.877871,10.224527,UNINIT,8.877871,UNINIT
g53310/A2,g53310/Y,negative_unate,10.224527,6.346749,10.224527,UNINIT,6.346749,UNINIT
g53310/A2,g53310/Y,negative_unate,10.909407,8.877871,10.909407,UNINIT,8.877871,UNINIT
g53310/A2,g53310/Y,negative_unate,10.142677,7.718224,10.142677,UNINIT,7.718224,UNINIT
g53310/B1,g53310/Y,negative_unate,9.208872,7.202703,9.208872,UNINIT,7.202703,UNINIT
g53310/B1,g53310/Y,negative_unate,9.208872,5.920549,9.208872,UNINIT,5.920549,UNINIT
g53310/B1,g53310/Y,negative_unate,9.085987,7.202703,9.085987,UNINIT,7.202703,UNINIT
g53310/B1,g53310/Y,negative_unate,8.503841,6.393915,8.503841,UNINIT,6.393915,UNINIT
g53310/B2,g53310/Y,negative_unate,11.134914,7.150713,11.134914,UNINIT,7.150713,UNINIT
g53310/B2,g53310/Y,negative_unate,11.134914,5.984977,11.134914,UNINIT,5.984977,UNINIT
g53310/B2,g53310/Y,negative_unate,11.002325,7.150713,11.002325,UNINIT,7.150713,UNINIT
g53310/B2,g53310/Y,negative_unate,10.348789,6.246373,10.348789,UNINIT,6.246373,UNINIT
g41896__1617/A1,g41896__1617/Y,negative_unate,11.308648,6.698665,11.308648,UNINIT,6.698665,UNINIT
g41896__1617/A2,g41896__1617/Y,negative_unate,9.946219,7.129600,9.946219,UNINIT,7.129600,UNINIT
g41896__1617/B,g41896__1617/Y,negative_unate,6.421200,9.017525,6.421200,UNINIT,9.017525,UNINIT
g41896__1617/B,g41896__1617/Y,negative_unate,6.421200,6.753610,6.421200,UNINIT,6.753610,UNINIT
g41896__1617/B,g41896__1617/Y,negative_unate,6.411541,7.998904,6.411541,UNINIT,7.998904,UNINIT
g41896__1617/B,g41896__1617/Y,negative_unate,6.815010,9.017525,6.815010,UNINIT,9.017525,UNINIT
g104/A1,g104/Y,negative_unate,19.026915,16.575943,19.026915,UNINIT,16.575943,UNINIT
g104/A2,g104/Y,negative_unate,17.682940,13.946127,17.682940,UNINIT,13.946127,UNINIT
g104/B,g104/Y,negative_unate,13.667874,15.342868,13.667874,UNINIT,15.342868,UNINIT
g104/B,g104/Y,negative_unate,13.667874,13.068160,13.667874,UNINIT,13.068160,UNINIT
g104/B,g104/Y,negative_unate,13.597572,15.342868,13.597572,UNINIT,15.342868,UNINIT
g104/B,g104/Y,negative_unate,13.256501,14.624603,13.256501,UNINIT,14.624603,UNINIT
g44496/A1,g44496/Y,negative_unate,8.511891,8.769530,8.511891,UNINIT,8.769530,UNINIT
g44496/A1,g44496/Y,negative_unate,8.511891,6.705710,8.511891,UNINIT,6.705710,UNINIT
g44496/A1,g44496/Y,negative_unate,9.162157,8.769530,9.162157,UNINIT,8.769530,UNINIT
g44496/A1,g44496/Y,negative_unate,8.579522,7.943920,8.579522,UNINIT,7.943920,UNINIT
g44496/A2,g44496/Y,negative_unate,8.976910,8.137052,8.976910,UNINIT,8.137052,UNINIT
g44496/A2,g44496/Y,negative_unate,8.976910,6.159157,8.976910,UNINIT,6.159157,UNINIT
g44496/A2,g44496/Y,negative_unate,9.648777,8.137052,9.648777,UNINIT,8.137052,UNINIT
g44496/A2,g44496/Y,negative_unate,9.081594,7.295301,9.081594,UNINIT,7.295301,UNINIT
g44496/B1,g44496/Y,negative_unate,11.132934,8.304368,11.132934,UNINIT,8.304368,UNINIT
g44496/B1,g44496/Y,negative_unate,11.132934,7.052943,11.132934,UNINIT,7.052943,UNINIT
g44496/B1,g44496/Y,negative_unate,10.978977,8.304368,10.978977,UNINIT,8.304368,UNINIT
g44496/B1,g44496/Y,negative_unate,10.338089,7.452062,10.338089,UNINIT,7.452062,UNINIT
g44496/B2,g44496/Y,negative_unate,13.012136,8.036605,13.012136,UNINIT,8.036605,UNINIT
g44496/B2,g44496/Y,negative_unate,13.012136,6.839113,13.012136,UNINIT,6.839113,UNINIT
g44496/B2,g44496/Y,negative_unate,12.880931,8.036605,12.880931,UNINIT,8.036605,UNINIT
g44496/B2,g44496/Y,negative_unate,12.187984,7.082232,12.187984,UNINIT,7.082232,UNINIT
g51935/A1,g51935/Y,negative_unate,9.364579,9.608557,9.364579,UNINIT,9.608557,UNINIT
g51935/A1,g51935/Y,negative_unate,9.364579,7.363096,9.364579,UNINIT,7.363096,UNINIT
g51935/A1,g51935/Y,negative_unate,10.022619,9.608557,10.022619,UNINIT,9.608557,UNINIT
g51935/A1,g51935/Y,negative_unate,9.380162,8.711030,9.380162,UNINIT,8.711030,UNINIT
g51935/A2,g51935/Y,negative_unate,9.403847,8.485981,9.403847,UNINIT,8.485981,UNINIT
g51935/A2,g51935/Y,negative_unate,9.403847,6.415288,9.403847,UNINIT,6.415288,UNINIT
g51935/A2,g51935/Y,negative_unate,10.082947,8.485981,10.082947,UNINIT,8.485981,UNINIT
g51935/A2,g51935/Y,negative_unate,9.491198,7.605586,9.491198,UNINIT,7.605586,UNINIT
g51935/B1,g51935/Y,negative_unate,11.856189,8.671032,11.856189,UNINIT,8.671032,UNINIT
