cell,type,class,sx,sy,px,py
FE_OFC443_sbox1_ah_reg_3,INVx1_ASAP7_75t_L,core,162,270,4032,3168
FE_OFC442_n_2542,INVx1_ASAP7_75t_L,core,162,270,3546,23418
FE_OFC436_key_i_27,INVx1_ASAP7_75t_L,core,162,270,26874,5868
FE_OFC435_round_key_var_18,INVx1_ASAP7_75t_L,core,162,270,3006,25578
FE_OFC434_subbytes_data_o_100,INVx1_ASAP7_75t_L,core,162,270,15210,19368
FE_OFC432_key_i_23,INVx1_ASAP7_75t_L,core,162,270,22824,6408
FE_OFC431_n_4301,INVx2_ASAP7_75t_SL,core,216,270,1224,5598
FE_OFC430_key_i_31,INVx1_ASAP7_75t_L,core,162,270,28440,7488
FE_OFC429_key_i_14,INVx1_ASAP7_75t_L,core,162,270,4734,22068
FE_OFC428_key_i_2,INVx1_ASAP7_75t_L,core,162,270,13536,29898
FE_OFC424_round_key_var_5,INVx1_ASAP7_75t_L,core,162,270,26496,2628
FE_OFC423_n_2789,INVx1_ASAP7_75t_L,core,162,270,5058,9108
FE_OFC421_n_2789,INVx2_ASAP7_75t_SL,core,216,270,4302,9378
FE_OFC420_round_key_var_23,INVx1_ASAP7_75t_L,core,162,270,24660,3708
FE_OFC418_n_1378,INVx2_ASAP7_75t_L,core,216,270,9594,8838
FE_OFC417_n_1378,INVx2_ASAP7_75t_L,core,216,270,7218,10458
FE_OFC416_n_1378,BUFx8_ASAP7_75t_R,core,648,270,7380,12888
FE_OFC415_n_1378,BUFx8_ASAP7_75t_R,core,648,270,9378,10188
FE_OFC414_round_key_var_1,INVx1_ASAP7_75t_L,core,162,270,11322,6408
FE_OFC411_round_key_var_2,INVx1_ASAP7_75t_L,core,162,270,7056,29358
FE_OFC408_n_1047,INVx2_ASAP7_75t_SL,core,216,270,22878,20718
FE_OFC407_round_key_var_31,INVx1_ASAP7_75t_L,core,162,270,29196,5058
FE_OFC405_round_2,INVx1_ASAP7_75t_L,core,162,270,1170,12078
FE_OFC394_n_3147,INVx1_ASAP7_75t_L,core,162,270,18342,14778
FE_OFC393_n_3147,INVx1_ASAP7_75t_L,core,162,270,10944,15048
FE_OFC392_n_1231,INVx2_ASAP7_75t_L,core,216,270,26442,19908
FE_OFC391_n_1231,BUFx3_ASAP7_75t_L,core,324,270,12348,20718
FE_OFC389_round_1,INVx1_ASAP7_75t_L,core,162,270,2736,12348
FE_OFC385_sub1_state_4,INVx3_ASAP7_75t_L,core,270,270,16830,15588
FE_OFC375_n_178,INVx1_ASAP7_75t_L,core,162,270,27846,27468
FE_OFC374_n_178,HB1xp67_ASAP7_75t_L,core,216,270,11916,18558
FE_OFC373_n_178,INVx2_ASAP7_75t_L,core,216,270,29466,23148
FE_OFC372_n_178,HB1xp67_ASAP7_75t_L,core,216,270,28818,18288
FE_OFC371_ks1_state_0,INVx1_ASAP7_75t_L,core,162,270,5274,10998
FE_OFC370_ks1_state_0,INVx2_ASAP7_75t_L,core,216,270,5922,10728
FE_OFC369_ks1_state_1,INVx1_ASAP7_75t_L,core,162,270,5112,10998
FE_OFC368_ks1_state_1,INVx2_ASAP7_75t_L,core,216,270,5112,10458
FE_OFC364_FE_OFN78_data_o_100,INVx1_ASAP7_75t_L,core,162,270,14184,19638
FE_OFC358_FE_OFN24_data_o_124,INVx1_ASAP7_75t_SL,core,162,270,6300,14508
FE_OFC357_n_11522,INVx2_ASAP7_75t_SL,core,216,270,23472,7218
FE_OFC352_n_161,BUFx3_ASAP7_75t_L,core,324,270,28386,19098
FE_OFC344_n_11535,INVx4_ASAP7_75t_SL,core,324,270,6840,4518
FE_OFC338_n_15299,INVx4_ASAP7_75t_SL,core,324,270,19854,8028
FE_OFC337_n_5539,INVx2_ASAP7_75t_SL,core,216,270,6516,2898
FE_OFC334_decrypt_i,INVx1_ASAP7_75t_L,core,162,270,26388,21258
FE_OFC310_data_o_85,HB1xp67_ASAP7_75t_L,core,216,270,31248,10728
FE_OFC279_data_o_0,HB1xp67_ASAP7_75t_L,core,216,270,7164,23688
FE_OFC251_data_o_16,HB1xp67_ASAP7_75t_L,core,216,270,17370,30168
FE_OFC152_data_o_64,BUFx2_ASAP7_75t_L,core,270,270,17694,30438
FE_OFC110_data_o_84,HB1xp67_ASAP7_75t_L,core,216,270,10782,30978
FE_OFC66_data_o_106,HB1xp67_ASAP7_75t_L,core,216,270,5922,16128
FE_OFC6_reset,BUFx4_ASAP7_75t_R,core,378,270,24174,26388
FE_OFC5_reset,BUFx4_ASAP7_75t_R,core,378,270,30492,20988
FE_OFC4_reset,BUFx4_ASAP7_75t_R,core,378,270,29088,13428
FE_OFC3_reset,BUFx4_ASAP7_75t_R,core,378,270,29844,10458
FE_OFC2_reset,BUFx4_ASAP7_75t_R,core,378,270,22716,10188
FE_OFC1_reset,BUFx4_ASAP7_75t_SL,core,378,270,13752,14778
FE_OFC0_reset,BUFx5_ASAP7_75t_L,core,432,270,21366,14238
FE_DBTC17_n_4999,INVx2_ASAP7_75t_SL,core,216,270,4680,11808
FE_DBTC15_n_1022,INVx2_ASAP7_75t_SL,core,216,270,23364,18558
FE_DBTC12_n_1342,INVx2_ASAP7_75t_SL,core,216,270,5436,4788
FE_DBTC6_n_2991,INVx2_ASAP7_75t_SL,core,216,270,6894,8028
FE_DBTC5_n_19240,INVx3_ASAP7_75t_SL,core,270,270,3870,7758
FE_DBTC4_n_19067,INVx3_ASAP7_75t_SL,core,270,270,5220,6948
FE_DBTC1_n_10981,INVx2_ASAP7_75t_SL,core,216,270,3438,1548
sbox1_to_invert_reg[2],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,1170,4518
sbox1_to_invert_reg[1],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,1170,4788
sbox1_to_invert_reg[3],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,1116,3708
sbox1_to_invert_reg[0],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,1008,4248
g107533__6260,XNOR2xp5_ASAP7_75t_SL,core,486,270,1062,5328
g107534__4319,XNOR2xp5_ASAP7_75t_SL,core,486,270,1980,5058
g107536__8428,XNOR2xp5_ASAP7_75t_SL,core,486,270,1278,6408
g107544__1617,XNOR2xp5_ASAP7_75t_SL,core,486,270,1116,5868
g107537__2802,XNOR2xp5_ASAP7_75t_SL,core,486,270,2196,5598
g107542__5122,XNOR2xp5_ASAP7_75t_SL,core,486,270,2358,5868
sbox1_ah_reg_reg[2],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,2520,3978
g107560__7482,NAND2xp5_ASAP7_75t_SL,core,216,270,1710,5868
sbox1_alph_reg[3],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,2574,3708
g107550__6161,XOR2xp5_ASAP7_75t_SL,core,486,270,3222,5328
sbox1_ah_reg_reg[1],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,2412,4248
g107559__9945,NAND2xp5_ASAP7_75t_SL,core,216,270,4086,6408
sbox1_alph_reg[2],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,4032,4788
g107552__1666,NAND2xp5_ASAP7_75t_SL,core,216,270,2358,6408
g107553__7410,NAND2xp5_ASAP7_75t_SL,core,216,270,2520,6678
sbox1_alph_reg[1],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,4842,5058
g107557__6417,XNOR2xp5_ASAP7_75t_SL,core,486,270,3114,5598
g107563__5477,NAND2xp5_ASAP7_75t_SL,core,216,270,2898,5868
g107574__5107,NAND2xp5_ASAP7_75t_SL,core,216,270,2142,5868
sbox1_ah_reg_reg[0],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,2628,4788
g107576__6783,AOI22xp5_ASAP7_75t_SL,core,324,270,3816,6138
g107595__1705,NOR2x1_ASAP7_75t_SL,core,324,270,3708,5328
ks1_key_reg_reg[28],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,2682,29628
ks1_key_reg_reg[60],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,2574,30438
sbox1_ah_reg_reg[3],DFFASRHQNx1_ASAP7_75t_L,core,1404,270,3276,5058
ks1_key_reg_reg[44],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,4356,31788
ks1_key_reg_reg[47],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,30438,4518
ks1_key_reg_reg[12],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,3060,30978
ks1_key_reg_reg[15],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,27900,3708
ks1_key_reg_reg[27],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,28548,1548
ks1_key_reg_reg[25],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,9108,6408
ks1_key_reg_reg[59],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,27360,1818
ks1_key_reg_reg[57],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,8676,5328
g107769__5115,AOI221xp5_ASAP7_75t_SL,core,378,270,3222,29088
g107766__7482,AOI221xp5_ASAP7_75t_SL,core,378,270,3546,29898
ks1_key_reg_reg[11],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,10026,3708
ks1_key_reg_reg[13],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,21960,1278
ks1_key_reg_reg[45],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,22230,1008
ks1_key_reg_reg[40],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,5328,27738
ks1_key_reg_reg[92],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,1224,25848
ks1_key_reg_reg[29],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,20664,1548
ks1_key_reg_reg[43],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,11376,1278
g107625,INVx1_ASAP7_75t_SL,core,162,270,4032,5868
g107704__4733,OAI22x1_ASAP7_75t_SL,core,540,270,3168,7218
ks1_key_reg_reg[58],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,23202,30978
ks1_key_reg_reg[26],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,23202,31788
ks1_key_reg_reg[61],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,22068,1548
g107767__6161,AOI221xp5_ASAP7_75t_SL,core,378,270,9432,5598
g107765__9315,AOI221xp5_ASAP7_75t_SL,core,378,270,27900,2088
g107771__9945,AOI221xp5_ASAP7_75t_SL,core,378,270,9216,6138
g107770__2883,AOI221xp5_ASAP7_75t_SL,core,378,270,28386,2628
ks1_key_reg_reg[10],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,13644,28818
ks1_key_reg_reg[42],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,15372,28818
ks1_key_reg_reg[9],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,7812,2088
ks1_key_reg_reg[76],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,3438,31518
ks1_key_reg_reg[75],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,11808,2088
ks1_key_reg_reg[41],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,9540,1008
g107640__6417,AOI21x1_ASAP7_75t_SL,core,432,270,28656,3978
g107638__5477,AOI21x1_ASAP7_75t_SL,core,432,270,3816,30708
g107644__6260,XNOR2xp5_ASAP7_75t_SL,core,486,270,5112,5868
ks1_key_reg_reg[79],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,25578,2898
ks1_key_reg_reg[89],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,8082,8298
ks1_key_reg_reg[91],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,26874,1548
ks1_key_reg_reg[72],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,1278,26658
g107594__5526,AOI21xp5_ASAP7_75t_SL,core,270,270,22176,1818
ks1_key_reg_reg[31],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,29844,2898
ks1_key_reg_reg[30],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,4140,29358
ks1_key_reg_reg[14],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,1170,28278
ks1_key_reg_reg[8],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,6570,25578
ks1_key_reg_reg[74],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,12402,29358
ks1_key_reg_reg[62],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,2304,28008
ks1_key_reg_reg[73],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,7974,1278
ks1_key_reg_reg[46],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,1170,29628
ks1_key_reg_reg[93],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,20610,1818
ks1_key_reg_reg[90],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,23688,30708
g107932__6783,AOI221xp5_ASAP7_75t_SL,core,378,270,22932,30438
g107825__3680,AOI221xp5_ASAP7_75t_SL,core,378,270,22824,30978
g107933__1617,AOI221xp5_ASAP7_75t_SL,core,378,270,21150,2088
g107842__2802,AOI21xp5_ASAP7_75t_SL,core,270,270,2790,25848
g107641__7098,AOI21xp5_ASAP7_75t_SL,core,270,270,5436,27198
g107824__6131,AOI221xp5_ASAP7_75t_SL,core,378,270,20664,2358
ks1_key_reg_reg[63],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,28764,2358
ks1_key_reg_reg[78],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,2142,30168
ks1_key_reg_reg[110],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,9108,27738
ks1_key_reg_reg[24],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,3978,16668
ks1_key_reg_reg[56],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,4194,17748
g108085__1666,NOR3xp33_ASAP7_75t_SL,core,270,270,3654,29358
g107840__7410,AOI21xp5_ASAP7_75t_SL,core,270,270,27468,2358
g107841__6417,AOI21xp5_ASAP7_75t_SL,core,270,270,8946,8028
g108064__5477,NOR3xp33_ASAP7_75t_SL,core,270,270,3492,28818
g107639__2398,AOI21xp5_ASAP7_75t_SL,core,270,270,8838,1818
g107633__5107,AOI21xp5_ASAP7_75t_SL,core,270,270,15264,29088
g107635__6260,AOI21xp5_ASAP7_75t_SL,core,270,270,9486,1548
g107636__4319,AOI21xp5_ASAP7_75t_SL,core,270,270,14184,29088
g107628,INVx1_ASAP7_75t_SL,core,162,270,1926,5868
g107657__5526,OAI31xp33_ASAP7_75t_SL,core,324,270,11538,1818
g107659__6783,OAI31xp67_ASAP7_75t_SL,core,702,270,5922,27198
g107663__1617,AOI21x1_ASAP7_75t_SL,core,432,270,13320,29088
g107668__1705,AOI22xp5_ASAP7_75t_SL,core,324,270,6624,26118
g108051__5122,AOI322xp5_ASAP7_75t_SL,core,486,270,3492,28278
g108050__8246,AOI322xp5_ASAP7_75t_SL,core,486,270,29196,3168
ks1_key_reg_reg[95],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,30492,3438
ks1_key_reg_reg[77],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,16020,2628
ks1_key_reg_reg[107],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,9702,7218
sbox1_alph_reg[0],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,4842,5328
ks1_key_reg_reg[94],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,6786,31518
g107651__7098,XNOR2x2_ASAP7_75t_SL,core,594,270,3870,6948
g108062__1881,AOI322xp5_ASAP7_75t_SL,core,486,270,29520,3438
g108063__5115,AOI322xp5_ASAP7_75t_SL,core,486,270,4572,29088
g108065__7482,NOR3xp33_ASAP7_75t_SL,core,270,270,28224,2898
g108066__4733,NOR3xp33_ASAP7_75t_SL,core,270,270,9756,6138
g108077__6161,AOI21xp5_ASAP7_75t_SL,core,270,270,20448,2088
g108083__9315,NOR3xp33_ASAP7_75t_SL,core,270,270,9486,5868
g108084__9945,NOR3xp33_ASAP7_75t_SL,core,270,270,28062,2358
g108086__2883,AOI21xp5_ASAP7_75t_SL,core,270,270,23202,30708
g107690__2346,OAI31xp33_ASAP7_75t_SL,core,324,270,11106,3438
g107701__7410,AOI21x1_ASAP7_75t_SL,core,432,270,1656,29358
g108111__5477,NOR2xp33_ASAP7_75t_SL,core,216,270,3546,27468
ks1_key_reg_reg[124],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,2844,22608
g107773__2398,AOI21x1_ASAP7_75t_SL,core,432,270,2628,29898
g107660__6260,OAI31xp33_ASAP7_75t_SL,core,324,270,9648,1818
g108052__4319,AOI322xp5_ASAP7_75t_R,core,486,270,4734,17208
g107807__5526,NOR2x1p5_ASAP7_75t_SL,core,432,270,3816,30168
ks1_key_reg_reg[109],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,19044,2628
ks1_key_reg_reg[108],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,1332,22878
ks1_key_reg_reg[88],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,3438,14508
g108176__2802,NOR3xp33_ASAP7_75t_SL,core,270,270,20880,2088
g108067__1705,AOI322xp5_ASAP7_75t_R,core,486,270,4248,16938
g108273__5122,NOR3xp33_ASAP7_75t_SL,core,270,270,22446,30978
g107693__8246,OAI31xp33_ASAP7_75t_SL,core,324,270,9216,2088
g108177__6131,NOR3xp33_ASAP7_75t_L,core,270,270,22770,30708
g107883,INVx2_ASAP7_75t_SL,core,216,270,5004,6948
g108274__1881,NOR3xp33_ASAP7_75t_SL,core,270,270,20664,2628
g108256,INVxp67_ASAP7_75t_SL,core,162,270,3654,27738
g108112__7482,NOR2xp33_ASAP7_75t_SL,core,216,270,27630,2628
g108113__4733,NOR2xp33_ASAP7_75t_SL,core,216,270,8946,5868
ks1_key_reg_reg[123],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,26928,4518
ks1_key_reg_reg[121],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,8190,2358
g107658__6161,OAI31xp33_ASAP7_75t_SL,core,324,270,15210,28548
g107768__9945,OAI31xp67_ASAP7_75t_SL,core,702,270,2034,28818
g108356__2346,XNOR2xp5_ASAP7_75t_SL,core,486,270,3762,24228
g107808__7410,NOR2x1p5_ASAP7_75t_SL,core,432,270,13428,28548
ks1_key_reg_reg[104],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,10080,27468
ks1_key_reg_reg[106],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,5598,18018
ks1_key_reg_reg[111],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,27846,11808
sub1_data_reg_reg[70],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,15534,24228
sub1_data_reg_reg[118],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18288,22338
sub1_data_reg_reg[86],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18180,21258
sub1_data_reg_reg[22],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,19260,19908
sub1_data_reg_reg[54],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,17910,19638
g108173__5107,AOI21xp5_ASAP7_75t_L,core,270,270,30978,3708
g107691__8428,OAI31xp33_ASAP7_75t_SL,core,324,270,14130,28548
g108170__6783,AOI22xp33_ASAP7_75t_R,core,324,270,3384,22878
g108174__3680,AOI21xp5_ASAP7_75t_L,core,270,270,7434,30978
g108225__1617,NOR2xp33_ASAP7_75t_SL,core,216,270,22338,30438
g108223__2802,NOR2xp33_ASAP7_75t_SL,core,216,270,19584,2358
ks1_key_reg_reg[125],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,11700,1008
ks1_key_reg_reg[122],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,22554,31248
sub1_data_reg_reg[19],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18396,12618
sub1_data_reg_reg[67],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,22824,17478
sub1_data_reg_reg[115],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18396,12348
sub1_data_reg_reg[83],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,16776,12618
sub1_data_reg_reg[51],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,16884,12348
g108350__1705,XNOR2xp5_ASAP7_75t_SL,core,486,270,26820,3438
g108349__8246,XNOR2xp5_ASAP7_75t_L,core,486,270,8838,5598
sub1_data_reg_reg[27],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,21582,16938
sub1_data_reg_reg[59],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,21528,16128
sub1_data_reg_reg[94],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,16722,18558
sub1_data_reg_reg[91],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,21690,18018
sub1_data_reg_reg[123],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,20124,17478
ks1_col_reg[30],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,8946,26928
ks1_col_reg[6],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,5274,26388
sub1_data_reg_reg[126],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18072,19098
sub1_data_reg_reg[62],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,15264,20448
sub1_data_reg_reg[30],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18126,18558
sub1_data_reg_reg[43],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,10566,12348
sub1_data_reg_reg[78],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,10350,19908
sub1_data_reg_reg[46],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,10728,18828
sub1_data_reg_reg[14],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,12834,19098
ks1_key_reg_reg[105],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,8244,5058
sub1_data_reg_reg[107],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,10728,11268
sub1_data_reg_reg[11],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,12618,10728
sub1_data_reg_reg[75],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,12888,9648
sub1_data_reg_reg[110],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,9648,18558
sub1_data_reg_reg[69],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,22662,15588
sub1_data_reg_reg[21],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,20286,13698
sub1_data_reg_reg[102],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,15534,23958
sub1_data_reg_reg[112],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,22230,26928
sub1_data_reg_reg[38],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,16668,22338
sub1_data_reg_reg[53],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,24606,12888
sub1_data_reg_reg[85],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,21366,11538
sub1_data_reg_reg[117],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,20448,13158
sub1_data_reg_reg[35],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,24120,16938
sub1_data_reg_reg[71],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,23526,15318
sub1_data_reg_reg[114],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,19206,26928
g107905__7482,AOI22xp5_ASAP7_75t_SL,core,324,270,2844,22878
g107899__4733,XOR2xp5_ASAP7_75t_SL,core,486,270,7002,26388
g108175__6161,AOI21xp33_ASAP7_75t_L,core,270,270,4248,15588
g108172__9315,AOI22xp33_ASAP7_75t_R,core,324,270,8784,2628
g108171__9945,AOI22xp33_ASAP7_75t_R,core,324,270,26928,4248
g108073__1666,NOR2x1p5_ASAP7_75t_SL,core,432,270,3762,8568
ks1_col_reg[22],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,3492,18828
g107851__6417,AND2x4_ASAP7_75t_SL,core,540,270,2196,29088
ks1_col_reg[3],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,25146,15588
ks1_key_reg_reg[126],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,10998,28818
ks1_col_reg[27],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,22608,4788
ks1_col_reg[19],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,10026,4518
ks1_key_reg_reg[127],DFFASRHQNx1_ASAP7_75t_R,core,1404,270,28872,7488
sub1_data_reg_reg[23],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,24390,13428
sub1_data_reg_reg[18],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,20664,26928
sub1_data_reg_reg[65],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,16830,13698
sub1_data_reg_reg[16],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,21744,25848
sub1_data_reg_reg[50],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,20502,27198
sub1_data_reg_reg[17],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18882,13968
sub1_data_reg_reg[52],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18018,26658
sub1_data_reg_reg[84],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,17748,26928
sub1_data_reg_reg[49],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,19260,16128
sub1_data_reg_reg[55],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,22878,10458
sub1_data_reg_reg[87],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,24768,13158
sub1_data_reg_reg[48],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,21960,24768
sub1_data_reg_reg[99],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,21852,17748
sub1_data_reg_reg[80],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,22284,25038
sub1_data_reg_reg[116],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18774,27738
sub1_data_reg_reg[113],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18180,15048
sub1_data_reg_reg[20],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18828,27468
sub1_data_reg_reg[119],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,24498,13968
sub1_data_reg_reg[66],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,20556,24498
sub1_data_reg_reg[82],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,20502,26658
sub1_data_reg_reg[81],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,19368,16398
sub1_data_reg_reg[68],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,16668,19098
sub1_data_reg_reg[64],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,19368,23418
g108374__5107,AOI22xp33_ASAP7_75t_R,core,324,270,12780,1818
g108367__6260,AOI22xp33_ASAP7_75t_R,core,324,270,22068,30978
g108436__4319,XNOR2xp5_ASAP7_75t_SL,core,486,270,21582,30978
g108437__5526,XNOR2xp5_ASAP7_75t_R,core,486,270,15642,2358
ks1_col_reg[31],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,23634,6408
ks1_col_reg[28],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,4194,23148
g108376__3680,NOR2x1_ASAP7_75t_L,core,324,270,29304,3708
g108377__1617,NOR2x1_ASAP7_75t_SL,core,324,270,5328,29088
sub1_data_reg_reg[31],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,21150,15858
sub1_data_reg_reg[56],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,12564,17478
sub1_data_reg_reg[61],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18504,12078
sub1_data_reg_reg[29],DFFASRHQNx1_ASAP7_75t_SL,core,1404,270,18126,14508
